"reference_cluster","query_cluster","num_common_OMG","FDR","test","species","tissue"
"Shoot apical meristem",9,4,1,"Fail","arabidopsis_thaliana","Stem"
"Shoot parenchyma",9,10,0.507353591967678,"Fail","arabidopsis_thaliana","Stem"
"Shoot system cortex",9,9,1,"Fail","arabidopsis_thaliana","Stem"
"Shoot system endodermis",9,11,0.47482328184714,"Fail","arabidopsis_thaliana","Stem"
"Shoot system epidermis",9,7,0.47482328184714,"Fail","arabidopsis_thaliana","Stem"
"Shoot system vascular system",9,9,1,"Fail","arabidopsis_thaliana","Stem"
"Sieve element",9,3,1,"Fail","arabidopsis_thaliana","Stem"
"Xylem",9,5,1,"Fail","arabidopsis_thaliana","Stem"
"Companion cell",10,8,1,"Fail","arabidopsis_thaliana","Stem"
"G2/M-phase cell",10,6,1,"Fail","arabidopsis_thaliana","Stem"
"Guard cell",10,6,1,"Fail","arabidopsis_thaliana","Stem"
"Leaf guard cell",10,8,1,"Fail","arabidopsis_thaliana","Stem"
"Mesophyll cell",10,1,1,"Fail","arabidopsis_thaliana","Stem"
"Proliferating cell",10,3,1,"Fail","arabidopsis_thaliana","Stem"
"S-phase cell",10,1,1,"Fail","arabidopsis_thaliana","Stem"
"Shoot apical meristem",10,6,1,"Fail","arabidopsis_thaliana","Stem"
"Shoot parenchyma",10,6,1,"Fail","arabidopsis_thaliana","Stem"
"Shoot system cortex",10,9,1,"Fail","arabidopsis_thaliana","Stem"
"Shoot system endodermis",10,7,1,"Fail","arabidopsis_thaliana","Stem"
"Shoot system epidermis",10,3,1,"Fail","arabidopsis_thaliana","Stem"
"Shoot system vascular system",10,20,0.100583691889604,"Fail","arabidopsis_thaliana","Stem"
"Sieve element",10,4,1,"Fail","arabidopsis_thaliana","Stem"
"Xylem",10,37,1.20526445775167e-08,"Reject","arabidopsis_thaliana","Stem"
"Companion cell",11,4,1,"Fail","arabidopsis_thaliana","Stem"
"G2/M-phase cell",11,5,1,"Fail","arabidopsis_thaliana","Stem"
"Guard cell",11,7,0.202941541926258,"Fail","arabidopsis_thaliana","Stem"
"Leaf guard cell",11,10,0.58944071298177,"Fail","arabidopsis_thaliana","Stem"
"Mesophyll cell",11,1,1,"Fail","arabidopsis_thaliana","Stem"
"Proliferating cell",11,4,1,"Fail","arabidopsis_thaliana","Stem"
"S-phase cell",11,3,1,"Fail","arabidopsis_thaliana","Stem"
"Shoot apical meristem",11,6,1,"Fail","arabidopsis_thaliana","Stem"
"Shoot parenchyma",11,8,1,"Fail","arabidopsis_thaliana","Stem"
"Shoot system cortex",11,7,1,"Fail","arabidopsis_thaliana","Stem"
"Shoot system endodermis",11,3,1,"Fail","arabidopsis_thaliana","Stem"
"Shoot system epidermis",11,6,0.791241930582184,"Fail","arabidopsis_thaliana","Stem"
"Shoot system vascular system",11,2,1,"Fail","arabidopsis_thaliana","Stem"
"Sieve element",11,4,1,"Fail","arabidopsis_thaliana","Stem"
"Xylem",11,13,0.507353591967678,"Fail","arabidopsis_thaliana","Stem"
"Companion cell",12,5,1,"Fail","arabidopsis_thaliana","Stem"
"G2/M-phase cell",12,6,1,"Fail","arabidopsis_thaliana","Stem"
"Guard cell",12,5,1,"Fail","arabidopsis_thaliana","Stem"
"Leaf guard cell",12,11,1,"Fail","arabidopsis_thaliana","Stem"
"Mesophyll cell",12,7,0.177177328083119,"Fail","arabidopsis_thaliana","Stem"
"Proliferating cell",12,4,1,"Fail","arabidopsis_thaliana","Stem"
"S-phase cell",12,5,1,"Fail","arabidopsis_thaliana","Stem"
"Shoot apical meristem",12,5,1,"Fail","arabidopsis_thaliana","Stem"
"Shoot parenchyma",12,11,1,"Fail","arabidopsis_thaliana","Stem"
"Shoot system cortex",12,12,1,"Fail","arabidopsis_thaliana","Stem"
"Shoot system endodermis",12,14,0.548541373443715,"Fail","arabidopsis_thaliana","Stem"
"Shoot system epidermis",12,10,0.301678866776572,"Fail","arabidopsis_thaliana","Stem"
"Shoot system vascular system",12,5,1,"Fail","arabidopsis_thaliana","Stem"
"Sieve element",12,4,1,"Fail","arabidopsis_thaliana","Stem"
"Xylem",12,15,1,"Fail","arabidopsis_thaliana","Stem"
"Companion cell",13,9,1,"Fail","arabidopsis_thaliana","Stem"
"G2/M-phase cell",13,2,1,"Fail","arabidopsis_thaliana","Stem"
"Guard cell",13,4,1,"Fail","arabidopsis_thaliana","Stem"
"Leaf guard cell",13,10,1,"Fail","arabidopsis_thaliana","Stem"
"Mesophyll cell",13,6,0.464115206393839,"Fail","arabidopsis_thaliana","Stem"
"Proliferating cell",13,3,1,"Fail","arabidopsis_thaliana","Stem"
"S-phase cell",13,2,1,"Fail","arabidopsis_thaliana","Stem"
"Shoot apical meristem",13,6,1,"Fail","arabidopsis_thaliana","Stem"
"Shoot parenchyma",13,11,1,"Fail","arabidopsis_thaliana","Stem"
"Shoot system cortex",13,15,1,"Fail","arabidopsis_thaliana","Stem"
"Shoot system endodermis",13,33,7.77364368991791e-09,"Reject","arabidopsis_thaliana","Stem"
"Shoot system epidermis",13,7,1,"Fail","arabidopsis_thaliana","Stem"
"Shoot system vascular system",13,11,1,"Fail","arabidopsis_thaliana","Stem"
"Sieve element",13,4,1,"Fail","arabidopsis_thaliana","Stem"
"Xylem",13,5,1,"Fail","arabidopsis_thaliana","Stem"
"Companion cell",14,9,0.58944071298177,"Fail","arabidopsis_thaliana","Stem"
"G2/M-phase cell",14,5,1,"Fail","arabidopsis_thaliana","Stem"
"Guard cell",14,3,1,"Fail","arabidopsis_thaliana","Stem"
"Leaf guard cell",14,9,1,"Fail","arabidopsis_thaliana","Stem"
"Mesophyll cell",14,0,1,"Fail","arabidopsis_thaliana","Stem"
"Proliferating cell",14,3,1,"Fail","arabidopsis_thaliana","Stem"
"S-phase cell",14,1,1,"Fail","arabidopsis_thaliana","Stem"
"Shoot apical meristem",14,5,1,"Fail","arabidopsis_thaliana","Stem"
"Shoot parenchyma",14,9,0.977322815884045,"Fail","arabidopsis_thaliana","Stem"
"Shoot system cortex",14,6,1,"Fail","arabidopsis_thaliana","Stem"
"Shoot system endodermis",14,1,1,"Fail","arabidopsis_thaliana","Stem"
"Shoot system epidermis",14,1,1,"Fail","arabidopsis_thaliana","Stem"
"Shoot system vascular system",14,10,1,"Fail","arabidopsis_thaliana","Stem"
"Sieve element",14,21,7.93736005167426e-09,"Reject","arabidopsis_thaliana","Stem"
"Xylem",14,7,1,"Fail","arabidopsis_thaliana","Stem"
