"reference_cluster","query_cluster","num_common_OMG","FDR","test","species","tissue"
"Epidermis",12,6,1,"Fail","arabidopsis_thaliana","Flower"
"Floral organ abscission zone",12,10,1,"Fail","arabidopsis_thaliana","Flower"
"Flower meristem",12,4,1,"Fail","arabidopsis_thaliana","Flower"
"Generative nuclei",12,3,1,"Fail","arabidopsis_thaliana","Flower"
"Guard cell",12,7,1,"Fail","arabidopsis_thaliana","Flower"
"Intermediate anther",12,5,0.866773595178161,"Fail","arabidopsis_thaliana","Flower"
"Late anther",12,3,1,"Fail","arabidopsis_thaliana","Flower"
"Mesophyll cell",12,4,1,"Fail","arabidopsis_thaliana","Flower"
"Microspore nuclei",12,4,1,"Fail","arabidopsis_thaliana","Flower"
"Phloem",12,7,1,"Fail","arabidopsis_thaliana","Flower"
"Procambium",12,4,1,"Fail","arabidopsis_thaliana","Flower"
"Proliferating cell",12,4,1,"Fail","arabidopsis_thaliana","Flower"
"Sperm nuclei",12,2,1,"Fail","arabidopsis_thaliana","Flower"
"Vegetative nuclei",12,5,1,"Fail","arabidopsis_thaliana","Flower"
"Xylem parenchyma cell",12,16,0.870613044428484,"Fail","arabidopsis_thaliana","Flower"
"Companion cell",13,14,0.951603002665619,"Fail","arabidopsis_thaliana","Flower"
"Cortex",13,9,1,"Fail","arabidopsis_thaliana","Flower"
"Early anther",13,4,1,"Fail","arabidopsis_thaliana","Flower"
"Epidermis",13,6,1,"Fail","arabidopsis_thaliana","Flower"
"Floral organ abscission zone",13,13,0.866773595178161,"Fail","arabidopsis_thaliana","Flower"
"Flower meristem",13,0,1,"Fail","arabidopsis_thaliana","Flower"
"Generative nuclei",13,1,1,"Fail","arabidopsis_thaliana","Flower"
"Guard cell",13,6,1,"Fail","arabidopsis_thaliana","Flower"
"Intermediate anther",13,0,1,"Fail","arabidopsis_thaliana","Flower"
"Late anther",13,4,1,"Fail","arabidopsis_thaliana","Flower"
"Mesophyll cell",13,6,0.384352507390969,"Fail","arabidopsis_thaliana","Flower"
"Microspore nuclei",13,3,1,"Fail","arabidopsis_thaliana","Flower"
