"reference_cluster","query_cluster","num_common_OMG","FDR","test","species","tissue"
"Meristematic cell",10,4,1,"Fail","fragaria_vesca","Leaf"
"Mesophyll",10,2,1,"Fail","fragaria_vesca","Leaf"
"Mesophyll cell",10,1,1,"Fail","fragaria_vesca","Leaf"
"Phloem",10,13,1,"Fail","fragaria_vesca","Leaf"
"Xylem",10,43,5.87485437102801e-09,"Reject","fragaria_vesca","Leaf"
"Xylem parenchyma",10,20,1,"Fail","fragaria_vesca","Leaf"
"Xylem parenchyma cell",10,8,1,"Fail","fragaria_vesca","Leaf"
"Abaxial epidermis",11,16,0.590964272189837,"Fail","fragaria_vesca","Leaf"
"Adaxial epidermis",11,21,0.628855036692213,"Fail","fragaria_vesca","Leaf"
"Hydathode",11,10,0.481812234749568,"Fail","fragaria_vesca","Leaf"
"Hydathodes",11,15,0.778754839021315,"Fail","fragaria_vesca","Leaf"
"Leaf lamina abaxial epidermis",11,7,1,"Fail","fragaria_vesca","Leaf"
"Leaf lamina adaxial epidermis",11,15,0.301596003082678,"Fail","fragaria_vesca","Leaf"
"Meristematic cell",11,4,1,"Fail","fragaria_vesca","Leaf"
"Mesophyll",11,1,1,"Fail","fragaria_vesca","Leaf"
"Mesophyll cell",11,1,1,"Fail","fragaria_vesca","Leaf"
"Phloem",11,7,1,"Fail","fragaria_vesca","Leaf"
"Xylem",11,13,1,"Fail","fragaria_vesca","Leaf"
"Xylem parenchyma",11,17,1,"Fail","fragaria_vesca","Leaf"
"Xylem parenchyma cell",11,9,1,"Fail","fragaria_vesca","Leaf"
"Abaxial epidermis",12,15,0.684396776488929,"Fail","fragaria_vesca","Leaf"
"Adaxial epidermis",12,16,1,"Fail","fragaria_vesca","Leaf"
"Hydathode",12,4,1,"Fail","fragaria_vesca","Leaf"
"Hydathodes",12,11,1,"Fail","fragaria_vesca","Leaf"
"Leaf lamina abaxial epidermis",12,9,0.778754839021315,"Fail","fragaria_vesca","Leaf"
"Leaf lamina adaxial epidermis",12,8,1,"Fail","fragaria_vesca","Leaf"
"Meristematic cell",12,10,1,"Fail","fragaria_vesca","Leaf"
"Mesophyll",12,3,1,"Fail","fragaria_vesca","Leaf"
"Mesophyll cell",12,2,1,"Fail","fragaria_vesca","Leaf"
"Phloem",12,6,1,"Fail","fragaria_vesca","Leaf"
"Xylem",12,19,0.867351608227784,"Fail","fragaria_vesca","Leaf"
"Xylem parenchyma",12,22,0.834786095674339,"Fail","fragaria_vesca","Leaf"
"Xylem parenchyma cell",12,8,1,"Fail","fragaria_vesca","Leaf"
"Abaxial epidermis",13,12,1,"Fail","fragaria_vesca","Leaf"
"Adaxial epidermis",13,19,1,"Fail","fragaria_vesca","Leaf"
"Hydathode",13,4,1,"Fail","fragaria_vesca","Leaf"
"Hydathodes",13,9,1,"Fail","fragaria_vesca","Leaf"
"Leaf lamina abaxial epidermis",13,10,0.778754839021315,"Fail","fragaria_vesca","Leaf"
"Leaf lamina adaxial epidermis",13,13,0.723849819930494,"Fail","fragaria_vesca","Leaf"
"Meristematic cell",13,8,1,"Fail","fragaria_vesca","Leaf"
"Mesophyll",13,4,1,"Fail","fragaria_vesca","Leaf"
"Mesophyll cell",13,3,1,"Fail","fragaria_vesca","Leaf"
"Phloem",13,9,1,"Fail","fragaria_vesca","Leaf"
"Xylem",13,15,1,"Fail","fragaria_vesca","Leaf"
"Xylem parenchyma",13,29,0.38748060904756,"Fail","fragaria_vesca","Leaf"
"Xylem parenchyma cell",13,15,0.82433034646337,"Fail","fragaria_vesca","Leaf"
"Abaxial epidermis",14,6,1,"Fail","fragaria_vesca","Leaf"
"Adaxial epidermis",14,4,1,"Fail","fragaria_vesca","Leaf"
"Hydathode",14,1,1,"Fail","fragaria_vesca","Leaf"
"Hydathodes",14,4,1,"Fail","fragaria_vesca","Leaf"
"Leaf lamina abaxial epidermis",14,2,1,"Fail","fragaria_vesca","Leaf"
"Leaf lamina adaxial epidermis",14,2,1,"Fail","fragaria_vesca","Leaf"
"Meristematic cell",14,3,1,"Fail","fragaria_vesca","Leaf"
"Mesophyll",14,0,1,"Fail","fragaria_vesca","Leaf"
"Mesophyll cell",14,1,1,"Fail","fragaria_vesca","Leaf"
"Phloem",14,16,0.00200455194505685,"Reject","fragaria_vesca","Leaf"
"Xylem",14,11,0.834786095674339,"Fail","fragaria_vesca","Leaf"
"Xylem parenchyma",14,12,0.909235064459272,"Fail","fragaria_vesca","Leaf"
"Xylem parenchyma cell",14,8,0.796883625660802,"Fail","fragaria_vesca","Leaf"
