"reference_cluster","query_cluster","num_common_OMG","FDR","test","species","tissue"
"Meristematic cell",6,22,0.849599512881557,"Fail","manihot_esculenta","Tuberous root"
"Metaxylem",6,20,0.924747170339566,"Fail","manihot_esculenta","Tuberous root"
"Pericycle",6,12,1,"Fail","manihot_esculenta","Tuberous root"
"Phloem",6,4,1,"Fail","manihot_esculenta","Tuberous root"
"Phloem parenchyma",6,14,1,"Fail","manihot_esculenta","Tuberous root"
"Root cortex",6,7,1,"Fail","manihot_esculenta","Tuberous root"
"Root epidermis",6,9,1,"Fail","manihot_esculenta","Tuberous root"
"Root exodermis",6,8,1,"Fail","manihot_esculenta","Tuberous root"
"Root hair",6,24,0.306675636145269,"Fail","manihot_esculenta","Tuberous root"
"Root procambium",6,8,1,"Fail","manihot_esculenta","Tuberous root"
"Vascular bundle",6,4,1,"Fail","manihot_esculenta","Tuberous root"
"Xylem",6,20,0.504481176875904,"Fail","manihot_esculenta","Tuberous root"
"Meristematic cell",7,10,1,"Fail","manihot_esculenta","Tuberous root"
"Metaxylem",7,7,1,"Fail","manihot_esculenta","Tuberous root"
"Pericycle",7,19,0.174758386069588,"Fail","manihot_esculenta","Tuberous root"
"Phloem",7,5,1,"Fail","manihot_esculenta","Tuberous root"
"Phloem parenchyma",7,16,0.924747170339566,"Fail","manihot_esculenta","Tuberous root"
"Root cortex",7,9,1,"Fail","manihot_esculenta","Tuberous root"
"Root epidermis",7,10,1,"Fail","manihot_esculenta","Tuberous root"
"Root exodermis",7,29,0.00394700358007201,"Reject","manihot_esculenta","Tuberous root"
"Root hair",7,30,0.0324646594284697,"Reject","manihot_esculenta","Tuberous root"
"Root procambium",7,9,1,"Fail","manihot_esculenta","Tuberous root"
"Vascular bundle",7,8,0.590775070152244,"Fail","manihot_esculenta","Tuberous root"
"Xylem",7,10,1,"Fail","manihot_esculenta","Tuberous root"
"Meristematic cell",8,56,1.33067320966318e-11,"Reject","manihot_esculenta","Tuberous root"
"Metaxylem",8,45,1.08553177165627e-06,"Reject","manihot_esculenta","Tuberous root"
"Pericycle",8,9,1,"Fail","manihot_esculenta","Tuberous root"
"Phloem",8,2,1,"Fail","manihot_esculenta","Tuberous root"
"Phloem parenchyma",8,34,3.44791484456162e-05,"Reject","manihot_esculenta","Tuberous root"
"Root cortex",8,2,1,"Fail","manihot_esculenta","Tuberous root"
"Root epidermis",8,4,1,"Fail","manihot_esculenta","Tuberous root"
"Root exodermis",8,1,1,"Fail","manihot_esculenta","Tuberous root"
"Root hair",8,1,1,"Fail","manihot_esculenta","Tuberous root"
"Root procambium",8,5,1,"Fail","manihot_esculenta","Tuberous root"
"Vascular bundle",8,2,1,"Fail","manihot_esculenta","Tuberous root"
"Xylem",8,9,1,"Fail","manihot_esculenta","Tuberous root"
"Meristematic cell",9,9,1,"Fail","manihot_esculenta","Tuberous root"
"Metaxylem",9,8,1,"Fail","manihot_esculenta","Tuberous root"
"Pericycle",9,8,0.924747170339566,"Fail","manihot_esculenta","Tuberous root"
"Phloem",9,3,1,"Fail","manihot_esculenta","Tuberous root"
"Phloem parenchyma",9,2,1,"Fail","manihot_esculenta","Tuberous root"
"Root cortex",9,8,0.83302231580795,"Fail","manihot_esculenta","Tuberous root"
"Root epidermis",9,11,0.590775070152244,"Fail","manihot_esculenta","Tuberous root"
"Root exodermis",9,12,0.590775070152244,"Fail","manihot_esculenta","Tuberous root"
"Root hair",9,9,1,"Fail","manihot_esculenta","Tuberous root"
"Root procambium",9,6,1,"Fail","manihot_esculenta","Tuberous root"
"Vascular bundle",9,2,1,"Fail","manihot_esculenta","Tuberous root"
"Xylem",9,12,0.623513077409978,"Fail","manihot_esculenta","Tuberous root"
"Meristematic cell",10,7,1,"Fail","manihot_esculenta","Tuberous root"
"Metaxylem",10,10,1,"Fail","manihot_esculenta","Tuberous root"
"Pericycle",10,9,0.924747170339566,"Fail","manihot_esculenta","Tuberous root"
"Phloem",10,5,0.924747170339566,"Fail","manihot_esculenta","Tuberous root"
"Phloem parenchyma",10,6,1,"Fail","manihot_esculenta","Tuberous root"
"Root cortex",10,6,1,"Fail","manihot_esculenta","Tuberous root"
"Root epidermis",10,10,0.924747170339566,"Fail","manihot_esculenta","Tuberous root"
"Root exodermis",10,14,0.487353170276781,"Fail","manihot_esculenta","Tuberous root"
"Root hair",10,18,0.212796112915299,"Fail","manihot_esculenta","Tuberous root"
"Root procambium",10,10,0.924747170339566,"Fail","manihot_esculenta","Tuberous root"
"Vascular bundle",10,2,1,"Fail","manihot_esculenta","Tuberous root"
"Xylem",10,5,1,"Fail","manihot_esculenta","Tuberous root"
"Meristematic cell",11,8,1,"Fail","manihot_esculenta","Tuberous root"
"Metaxylem",11,7,1,"Fail","manihot_esculenta","Tuberous root"
"Pericycle",11,8,1,"Fail","manihot_esculenta","Tuberous root"
"Phloem",11,3,1,"Fail","manihot_esculenta","Tuberous root"
"Phloem parenchyma",11,14,0.640095830636148,"Fail","manihot_esculenta","Tuberous root"
"Root cortex",11,5,1,"Fail","manihot_esculenta","Tuberous root"
"Root epidermis",11,8,1,"Fail","manihot_esculenta","Tuberous root"
"Root exodermis",11,15,0.623513077409978,"Fail","manihot_esculenta","Tuberous root"
"Root hair",11,18,0.590775070152244,"Fail","manihot_esculenta","Tuberous root"
"Root procambium",11,13,0.729623986006267,"Fail","manihot_esculenta","Tuberous root"
"Vascular bundle",11,10,0.0324646594284697,"Reject","manihot_esculenta","Tuberous root"
"Xylem",11,12,1,"Fail","manihot_esculenta","Tuberous root"
"Meristematic cell",12,25,0.404608933697146,"Fail","manihot_esculenta","Tuberous root"
"Metaxylem",12,22,0.623513077409978,"Fail","manihot_esculenta","Tuberous root"
"Pericycle",12,12,0.977393560990839,"Fail","manihot_esculenta","Tuberous root"
"Phloem",12,4,1,"Fail","manihot_esculenta","Tuberous root"
"Phloem parenchyma",12,7,1,"Fail","manihot_esculenta","Tuberous root"
"Root cortex",12,5,1,"Fail","manihot_esculenta","Tuberous root"
"Root epidermis",12,9,1,"Fail","manihot_esculenta","Tuberous root"
"Root exodermis",12,11,1,"Fail","manihot_esculenta","Tuberous root"
"Root hair",12,15,1,"Fail","manihot_esculenta","Tuberous root"
"Root procambium",12,14,0.924747170339566,"Fail","manihot_esculenta","Tuberous root"
"Vascular bundle",12,1,1,"Fail","manihot_esculenta","Tuberous root"
"Xylem",12,23,0.112812210851885,"Fail","manihot_esculenta","Tuberous root"
"Meristematic cell",13,18,1,"Fail","manihot_esculenta","Tuberous root"
"Metaxylem",13,16,1,"Fail","manihot_esculenta","Tuberous root"
"Pericycle",13,14,0.961096216164571,"Fail","manihot_esculenta","Tuberous root"
"Phloem",13,6,1,"Fail","manihot_esculenta","Tuberous root"
"Phloem parenchyma",13,7,1,"Fail","manihot_esculenta","Tuberous root"
"Root cortex",13,14,0.83302231580795,"Fail","manihot_esculenta","Tuberous root"
"Root epidermis",13,18,0.652006189969583,"Fail","manihot_esculenta","Tuberous root"
"Root exodermis",13,14,1,"Fail","manihot_esculenta","Tuberous root"
"Root hair",13,23,0.729623986006267,"Fail","manihot_esculenta","Tuberous root"
"Root procambium",13,13,1,"Fail","manihot_esculenta","Tuberous root"
"Vascular bundle",13,4,1,"Fail","manihot_esculenta","Tuberous root"
"Xylem",13,26,0.112812210851885,"Fail","manihot_esculenta","Tuberous root"
"Meristematic cell",14,11,0.924747170339566,"Fail","manihot_esculenta","Tuberous root"
"Metaxylem",14,10,0.983839315782147,"Fail","manihot_esculenta","Tuberous root"
"Pericycle",14,3,1,"Fail","manihot_esculenta","Tuberous root"
"Phloem",14,6,0.326982407086463,"Fail","manihot_esculenta","Tuberous root"
"Phloem parenchyma",14,2,1,"Fail","manihot_esculenta","Tuberous root"
"Root cortex",14,11,0.103824890118354,"Fail","manihot_esculenta","Tuberous root"
"Root epidermis",14,8,0.888598250901147,"Fail","manihot_esculenta","Tuberous root"
"Root exodermis",14,7,1,"Fail","manihot_esculenta","Tuberous root"
"Root hair",14,5,1,"Fail","manihot_esculenta","Tuberous root"
"Root procambium",14,7,1,"Fail","manihot_esculenta","Tuberous root"
"Vascular bundle",14,0,1,"Fail","manihot_esculenta","Tuberous root"
"Xylem",14,5,1,"Fail","manihot_esculenta","Tuberous root"
