"reference_cluster","query_cluster","num_common_OMG","FDR","test","species","tissue"
"Vascular tissue",7,3,1,"Fail","zea_mays","Leaf"
"Bundle sheath",8,5,1,"Fail","zea_mays","Leaf"
"Bundle sheath cell",8,0,1,"Fail","zea_mays","Leaf"
"Contamination",8,4,1,"Fail","zea_mays","Leaf"
"G2/M phase",8,16,1.8558667654244e-12,"Reject","zea_mays","Leaf"
"Leaf epidermis",8,0,1,"Fail","zea_mays","Leaf"
"Leaf guard cell",8,0,1,"Fail","zea_mays","Leaf"
"Leaf lamina epidermis",8,0,1,"Fail","zea_mays","Leaf"
"Leaf pavement cell",8,0,1,"Fail","zea_mays","Leaf"
"Leaf primordium",8,0,1,"Fail","zea_mays","Leaf"
"Leaf subsidiary cell",8,2,1,"Fail","zea_mays","Leaf"
"Leaf vascular system",8,5,1,"Fail","zea_mays","Leaf"
"Meristemoid",8,0,1,"Fail","zea_mays","Leaf"
"Mesophyll",8,1,1,"Fail","zea_mays","Leaf"
"Mesophyll cell",8,1,1,"Fail","zea_mays","Leaf"
"Pavement cell-A",8,0,1,"Fail","zea_mays","Leaf"
"Pavement cell-N",8,0,1,"Fail","zea_mays","Leaf"
"S phase",8,3,0.653795803704914,"Fail","zea_mays","Leaf"
"Subsidiary cell",8,0,1,"Fail","zea_mays","Leaf"
"Vascular tissue",8,0,1,"Fail","zea_mays","Leaf"
"Bundle sheath",9,6,1,"Fail","zea_mays","Leaf"
"Bundle sheath cell",9,2,1,"Fail","zea_mays","Leaf"
"Contamination",9,8,1,"Fail","zea_mays","Leaf"
"G2/M phase",9,0,1,"Fail","zea_mays","Leaf"
"Leaf epidermis",9,4,1,"Fail","zea_mays","Leaf"
"Leaf guard cell",9,1,1,"Fail","zea_mays","Leaf"
"Leaf lamina epidermis",9,5,1,"Fail","zea_mays","Leaf"
"Leaf pavement cell",9,2,1,"Fail","zea_mays","Leaf"
"Leaf primordium",9,1,1,"Fail","zea_mays","Leaf"
"Leaf subsidiary cell",9,1,1,"Fail","zea_mays","Leaf"
"Leaf vascular system",9,5,1,"Fail","zea_mays","Leaf"
"Meristemoid",9,6,1,"Fail","zea_mays","Leaf"
"Mesophyll",9,5,1,"Fail","zea_mays","Leaf"
"Mesophyll cell",9,0,1,"Fail","zea_mays","Leaf"
"Pavement cell-A",9,3,1,"Fail","zea_mays","Leaf"
"Pavement cell-N",9,6,1,"Fail","zea_mays","Leaf"
"S phase",9,0,1,"Fail","zea_mays","Leaf"
"Subsidiary cell",9,2,1,"Fail","zea_mays","Leaf"
"Vascular tissue",9,2,1,"Fail","zea_mays","Leaf"
"Bundle sheath",10,5,1,"Fail","zea_mays","Leaf"
"Bundle sheath cell",10,3,1,"Fail","zea_mays","Leaf"
"Contamination",10,14,1,"Fail","zea_mays","Leaf"
"G2/M phase",10,2,1,"Fail","zea_mays","Leaf"
"Leaf epidermis",10,2,1,"Fail","zea_mays","Leaf"
"Leaf guard cell",10,2,1,"Fail","zea_mays","Leaf"
"Leaf lamina epidermis",10,4,1,"Fail","zea_mays","Leaf"
"Leaf pavement cell",10,6,1,"Fail","zea_mays","Leaf"
"Leaf primordium",10,0,1,"Fail","zea_mays","Leaf"
"Leaf subsidiary cell",10,4,1,"Fail","zea_mays","Leaf"
"Leaf vascular system",10,16,0.714164168865012,"Fail","zea_mays","Leaf"
"Meristemoid",10,7,1,"Fail","zea_mays","Leaf"
"Mesophyll",10,5,1,"Fail","zea_mays","Leaf"
"Mesophyll cell",10,1,1,"Fail","zea_mays","Leaf"
"Pavement cell-A",10,6,1,"Fail","zea_mays","Leaf"
"Pavement cell-N",10,5,1,"Fail","zea_mays","Leaf"
"S phase",10,0,1,"Fail","zea_mays","Leaf"
"Subsidiary cell",10,7,1,"Fail","zea_mays","Leaf"
"Vascular tissue",10,4,1,"Fail","zea_mays","Leaf"
"Bundle sheath",11,3,1,"Fail","zea_mays","Leaf"
"Bundle sheath cell",11,2,1,"Fail","zea_mays","Leaf"
"Contamination",11,12,1,"Fail","zea_mays","Leaf"
"G2/M phase",11,4,1,"Fail","zea_mays","Leaf"
"Leaf epidermis",11,6,1,"Fail","zea_mays","Leaf"
"Leaf guard cell",11,8,0.653795803704914,"Fail","zea_mays","Leaf"
"Leaf lamina epidermis",11,7,1,"Fail","zea_mays","Leaf"
"Leaf pavement cell",11,10,1,"Fail","zea_mays","Leaf"
"Leaf primordium",11,0,1,"Fail","zea_mays","Leaf"
"Leaf subsidiary cell",11,8,1,"Fail","zea_mays","Leaf"
"Leaf vascular system",11,11,1,"Fail","zea_mays","Leaf"
"Meristemoid",11,5,1,"Fail","zea_mays","Leaf"
"Mesophyll",11,8,1,"Fail","zea_mays","Leaf"
"Mesophyll cell",11,2,1,"Fail","zea_mays","Leaf"
"Pavement cell-A",11,4,1,"Fail","zea_mays","Leaf"
"Pavement cell-N",11,6,1,"Fail","zea_mays","Leaf"
"S phase",11,3,1,"Fail","zea_mays","Leaf"
"Subsidiary cell",11,13,0.332363708730838,"Fail","zea_mays","Leaf"
"Vascular tissue",11,4,1,"Fail","zea_mays","Leaf"
"Bundle sheath",12,6,1,"Fail","zea_mays","Leaf"
"Bundle sheath cell",12,4,1,"Fail","zea_mays","Leaf"
"Contamination",12,16,1,"Fail","zea_mays","Leaf"
"G2/M phase",12,5,1,"Fail","zea_mays","Leaf"
"Leaf epidermis",12,1,1,"Fail","zea_mays","Leaf"
"Leaf guard cell",12,3,1,"Fail","zea_mays","Leaf"
"Leaf lamina epidermis",12,2,1,"Fail","zea_mays","Leaf"
"Leaf pavement cell",12,10,0.778676398037186,"Fail","zea_mays","Leaf"
"Leaf primordium",12,1,1,"Fail","zea_mays","Leaf"
"Leaf subsidiary cell",12,6,1,"Fail","zea_mays","Leaf"
"Leaf vascular system",12,6,1,"Fail","zea_mays","Leaf"
"Meristemoid",12,6,1,"Fail","zea_mays","Leaf"
"Mesophyll",12,7,1,"Fail","zea_mays","Leaf"
"Mesophyll cell",12,3,1,"Fail","zea_mays","Leaf"
"Pavement cell-A",12,2,1,"Fail","zea_mays","Leaf"
"Pavement cell-N",12,6,1,"Fail","zea_mays","Leaf"
"S phase",12,1,1,"Fail","zea_mays","Leaf"
"Subsidiary cell",12,2,1,"Fail","zea_mays","Leaf"
"Vascular tissue",12,2,1,"Fail","zea_mays","Leaf"
"Bundle sheath",13,13,0.778676398037186,"Fail","zea_mays","Leaf"
"Bundle sheath cell",13,3,1,"Fail","zea_mays","Leaf"
"Contamination",13,15,1,"Fail","zea_mays","Leaf"
"G2/M phase",13,2,1,"Fail","zea_mays","Leaf"
"Leaf epidermis",13,2,1,"Fail","zea_mays","Leaf"
"Leaf guard cell",13,1,1,"Fail","zea_mays","Leaf"
