"reference_cluster","query_cluster","num_common_OMG","FDR","test","species","tissue"
"Proliferating cell",9,3,1,"Fail","brassica_rapa","Leaf"
"Vascular tissue",9,16,0.741841314861774,"Fail","brassica_rapa","Leaf"
"Xylem",9,3,1,"Fail","brassica_rapa","Leaf"
"Bundle sheath",10,12,1,"Fail","brassica_rapa","Leaf"
"Bundle sheath cell",10,7,1,"Fail","brassica_rapa","Leaf"
"Leaf epidermis",10,5,1,"Fail","brassica_rapa","Leaf"
"Leaf guard cell",10,2,1,"Fail","brassica_rapa","Leaf"
"Leaf lamina epidermis",10,2,1,"Fail","brassica_rapa","Leaf"
"Leaf vascular system",10,9,1,"Fail","brassica_rapa","Leaf"
"Meristematic cell",10,4,1,"Fail","brassica_rapa","Leaf"
"Mesophyll",10,0,1,"Fail","brassica_rapa","Leaf"
"Mesophyll cell",10,0,1,"Fail","brassica_rapa","Leaf"
"Phloem",10,5,1,"Fail","brassica_rapa","Leaf"
"Proliferating cell",10,5,1,"Fail","brassica_rapa","Leaf"
"Vascular tissue",10,18,0.560269234685254,"Fail","brassica_rapa","Leaf"
"Xylem",10,9,0.94906617863531,"Fail","brassica_rapa","Leaf"
"Bundle sheath",11,7,1,"Fail","brassica_rapa","Leaf"
"Bundle sheath cell",11,2,1,"Fail","brassica_rapa","Leaf"
"Leaf epidermis",11,11,0.408502619452305,"Fail","brassica_rapa","Leaf"
"Leaf guard cell",11,10,0.33113045519604,"Fail","brassica_rapa","Leaf"
"Leaf lamina epidermis",11,6,0.690376281711379,"Fail","brassica_rapa","Leaf"
"Leaf vascular system",11,7,1,"Fail","brassica_rapa","Leaf"
"Meristematic cell",11,4,1,"Fail","brassica_rapa","Leaf"
"Mesophyll",11,0,1,"Fail","brassica_rapa","Leaf"
"Mesophyll cell",11,0,1,"Fail","brassica_rapa","Leaf"
"Phloem",11,4,1,"Fail","brassica_rapa","Leaf"
"Proliferating cell",11,3,1,"Fail","brassica_rapa","Leaf"
"Vascular tissue",11,10,1,"Fail","brassica_rapa","Leaf"
"Xylem",11,13,0.160283979048333,"Fail","brassica_rapa","Leaf"
"Bundle sheath",12,21,0.560269234685254,"Fail","brassica_rapa","Leaf"
"Bundle sheath cell",12,9,1,"Fail","brassica_rapa","Leaf"
"Leaf epidermis",12,9,1,"Fail","brassica_rapa","Leaf"
"Leaf guard cell",12,8,1,"Fail","brassica_rapa","Leaf"
"Leaf lamina epidermis",12,6,1,"Fail","brassica_rapa","Leaf"
"Leaf vascular system",12,10,1,"Fail","brassica_rapa","Leaf"
"Meristematic cell",12,8,1,"Fail","brassica_rapa","Leaf"
"Mesophyll",12,1,1,"Fail","brassica_rapa","Leaf"
"Mesophyll cell",12,4,0.955263772929714,"Fail","brassica_rapa","Leaf"
"Phloem",12,4,1,"Fail","brassica_rapa","Leaf"
"Proliferating cell",12,7,1,"Fail","brassica_rapa","Leaf"
"Vascular tissue",12,14,1,"Fail","brassica_rapa","Leaf"
"Xylem",12,7,1,"Fail","brassica_rapa","Leaf"
"Bundle sheath",13,14,1,"Fail","brassica_rapa","Leaf"
"Bundle sheath cell",13,9,1,"Fail","brassica_rapa","Leaf"
"Leaf epidermis",13,9,1,"Fail","brassica_rapa","Leaf"
"Leaf guard cell",13,8,1,"Fail","brassica_rapa","Leaf"
"Leaf lamina epidermis",13,5,1,"Fail","brassica_rapa","Leaf"
"Leaf vascular system",13,13,1,"Fail","brassica_rapa","Leaf"
"Meristematic cell",13,6,1,"Fail","brassica_rapa","Leaf"
"Mesophyll",13,3,0.560269234685254,"Fail","brassica_rapa","Leaf"
"Mesophyll cell",13,4,0.955263772929714,"Fail","brassica_rapa","Leaf"
"Phloem",13,4,1,"Fail","brassica_rapa","Leaf"
"Proliferating cell",13,4,1,"Fail","brassica_rapa","Leaf"
"Vascular tissue",13,21,0.890359651644644,"Fail","brassica_rapa","Leaf"
"Xylem",13,8,1,"Fail","brassica_rapa","Leaf"
"Bundle sheath",14,6,1,"Fail","brassica_rapa","Leaf"
"Bundle sheath cell",14,3,1,"Fail","brassica_rapa","Leaf"
"Leaf epidermis",14,5,1,"Fail","brassica_rapa","Leaf"
"Leaf guard cell",14,2,1,"Fail","brassica_rapa","Leaf"
"Leaf lamina epidermis",14,3,1,"Fail","brassica_rapa","Leaf"
"Leaf vascular system",14,8,1,"Fail","brassica_rapa","Leaf"
"Meristematic cell",14,4,1,"Fail","brassica_rapa","Leaf"
"Mesophyll",14,0,1,"Fail","brassica_rapa","Leaf"
"Mesophyll cell",14,0,1,"Fail","brassica_rapa","Leaf"
"Phloem",14,19,3.75001448313976e-09,"Reject","brassica_rapa","Leaf"
"Proliferating cell",14,2,1,"Fail","brassica_rapa","Leaf"
"Vascular tissue",14,11,1,"Fail","brassica_rapa","Leaf"
"Xylem",14,2,1,"Fail","brassica_rapa","Leaf"
