"reference_cluster","query_cluster","num_common_OMG","FDR","test","species","tissue"
"Companion cell",8,1,1,"Fail","arabidopsis_thaliana","Shoot axis apex"
"G2/M phase",8,54,1.64132217553947e-39,"Reject","arabidopsis_thaliana","Shoot axis apex"
"Guard cell",8,1,1,"Fail","arabidopsis_thaliana","Shoot axis apex"
"Mesophyll",8,2,1,"Fail","arabidopsis_thaliana","Shoot axis apex"
"S phase",8,6,0.287423155631909,"Fail","arabidopsis_thaliana","Shoot axis apex"
"Shoot apical meristem",8,7,1,"Fail","arabidopsis_thaliana","Shoot axis apex"
"Shoot system epidermis",8,3,1,"Fail","arabidopsis_thaliana","Shoot axis apex"
"Vascular tissue",8,1,1,"Fail","arabidopsis_thaliana","Shoot axis apex"
"Companion cell",9,8,1,"Fail","arabidopsis_thaliana","Shoot axis apex"
"G2/M phase",9,5,1,"Fail","arabidopsis_thaliana","Shoot axis apex"
"Guard cell",9,11,1,"Fail","arabidopsis_thaliana","Shoot axis apex"
"Mesophyll",9,2,1,"Fail","arabidopsis_thaliana","Shoot axis apex"
"S phase",9,0,1,"Fail","arabidopsis_thaliana","Shoot axis apex"
"Shoot apical meristem",9,14,1,"Fail","arabidopsis_thaliana","Shoot axis apex"
"Shoot system epidermis",9,11,0.851736523118829,"Fail","arabidopsis_thaliana","Shoot axis apex"
"Vascular tissue",9,13,1,"Fail","arabidopsis_thaliana","Shoot axis apex"
"Companion cell",10,10,1,"Fail","arabidopsis_thaliana","Shoot axis apex"
"G2/M phase",10,6,1,"Fail","arabidopsis_thaliana","Shoot axis apex"
"Guard cell",10,12,1,"Fail","arabidopsis_thaliana","Shoot axis apex"
"Mesophyll",10,0,1,"Fail","arabidopsis_thaliana","Shoot axis apex"
"S phase",10,0,1,"Fail","arabidopsis_thaliana","Shoot axis apex"
"Shoot apical meristem",10,9,1,"Fail","arabidopsis_thaliana","Shoot axis apex"
"Shoot system epidermis",10,9,1,"Fail","arabidopsis_thaliana","Shoot axis apex"
"Vascular tissue",10,14,0.912369680006899,"Fail","arabidopsis_thaliana","Shoot axis apex"
"Companion cell",11,8,1,"Fail","arabidopsis_thaliana","Shoot axis apex"
"G2/M phase",11,5,1,"Fail","arabidopsis_thaliana","Shoot axis apex"
"Guard cell",11,18,0.382119901524076,"Fail","arabidopsis_thaliana","Shoot axis apex"
"Mesophyll",11,1,1,"Fail","arabidopsis_thaliana","Shoot axis apex"
"S phase",11,2,1,"Fail","arabidopsis_thaliana","Shoot axis apex"
"Shoot apical meristem",11,11,1,"Fail","arabidopsis_thaliana","Shoot axis apex"
"Shoot system epidermis",11,11,0.879821117731261,"Fail","arabidopsis_thaliana","Shoot axis apex"
"Vascular tissue",11,9,1,"Fail","arabidopsis_thaliana","Shoot axis apex"
"Companion cell",12,6,1,"Fail","arabidopsis_thaliana","Shoot axis apex"
"G2/M phase",12,7,1,"Fail","arabidopsis_thaliana","Shoot axis apex"
"Guard cell",12,17,1,"Fail","arabidopsis_thaliana","Shoot axis apex"
"Mesophyll",12,6,0.612093572031667,"Fail","arabidopsis_thaliana","Shoot axis apex"
"S phase",12,1,1,"Fail","arabidopsis_thaliana","Shoot axis apex"
"Shoot apical meristem",12,21,0.612093572031667,"Fail","arabidopsis_thaliana","Shoot axis apex"
"Shoot system epidermis",12,17,0.347444139638996,"Fail","arabidopsis_thaliana","Shoot axis apex"
"Vascular tissue",12,9,1,"Fail","arabidopsis_thaliana","Shoot axis apex"
"Companion cell",13,15,1,"Fail","arabidopsis_thaliana","Shoot axis apex"
"G2/M phase",13,3,1,"Fail","arabidopsis_thaliana","Shoot axis apex"
"Guard cell",13,14,1,"Fail","arabidopsis_thaliana","Shoot axis apex"
"Mesophyll",13,6,0.659529386039526,"Fail","arabidopsis_thaliana","Shoot axis apex"
"S phase",13,1,1,"Fail","arabidopsis_thaliana","Shoot axis apex"
"Shoot apical meristem",13,19,0.979032611823372,"Fail","arabidopsis_thaliana","Shoot axis apex"
