"reference_cluster","query_cluster","num_common_OMG","FDR","test","species","tissue"
"Myrosinase cell",3,10,1,"Fail","arabidopsis_thaliana","Leaf"
"Palisade mesophyll",3,0,1,"Fail","arabidopsis_thaliana","Leaf"
"Phloem",3,3,1,"Fail","arabidopsis_thaliana","Leaf"
"Phloem parenchyma",3,11,0.707788555794758,"Fail","arabidopsis_thaliana","Leaf"
"Phloem parenchyma cell",3,10,1,"Fail","arabidopsis_thaliana","Leaf"
"Proliferating cell",3,2,1,"Fail","arabidopsis_thaliana","Leaf"
"S phase",3,2,1,"Fail","arabidopsis_thaliana","Leaf"
"Sieve element",3,3,1,"Fail","arabidopsis_thaliana","Leaf"
"Spongy mesophyll",3,15,0.252381529150116,"Fail","arabidopsis_thaliana","Leaf"
"Spongy mesophyll cell",3,7,1,"Fail","arabidopsis_thaliana","Leaf"
"Stomatal initial cell",3,9,0.879052825149951,"Fail","arabidopsis_thaliana","Leaf"
"Stress response",3,14,0.753728345835233,"Fail","arabidopsis_thaliana","Leaf"
"Tracheary element",3,2,1,"Fail","arabidopsis_thaliana","Leaf"
"Vascular tissue",3,18,0.490429096822886,"Fail","arabidopsis_thaliana","Leaf"
"Xylem",3,9,1,"Fail","arabidopsis_thaliana","Leaf"
"Young guard cell",3,8,1,"Fail","arabidopsis_thaliana","Leaf"
"Bundle sheath",4,7,1,"Fail","arabidopsis_thaliana","Leaf"
"Bundle sheath cell",4,6,1,"Fail","arabidopsis_thaliana","Leaf"
"Companion cell",4,26,2.0088129494639e-08,"Reject","arabidopsis_thaliana","Leaf"
"G2/M phase",4,5,1,"Fail","arabidopsis_thaliana","Leaf"
"Guard mother cell",4,10,1,"Fail","arabidopsis_thaliana","Leaf"
"Hydathode",4,5,1,"Fail","arabidopsis_thaliana","Leaf"
"Hydathodes",4,9,1,"Fail","arabidopsis_thaliana","Leaf"
"Initials",4,12,1,"Fail","arabidopsis_thaliana","Leaf"
"Leaf abaxial pavement cell",4,0,1,"Fail","arabidopsis_thaliana","Leaf"
"Leaf adaxial pavement cell",4,8,1,"Fail","arabidopsis_thaliana","Leaf"
"Leaf epidermis",4,7,1,"Fail","arabidopsis_thaliana","Leaf"
"Leaf guard cell",4,6,1,"Fail","arabidopsis_thaliana","Leaf"
"Leaf lamina epidermis",4,6,1,"Fail","arabidopsis_thaliana","Leaf"
"Leaf pavement cell",4,5,1,"Fail","arabidopsis_thaliana","Leaf"
"Leaf preprocambium",4,6,1,"Fail","arabidopsis_thaliana","Leaf"
"Leaf vascular system",4,11,1,"Fail","arabidopsis_thaliana","Leaf"
"Meristematic cell",4,2,1,"Fail","arabidopsis_thaliana","Leaf"
"Mesophyll",4,5,1,"Fail","arabidopsis_thaliana","Leaf"
"Mesophyll cell",4,1,1,"Fail","arabidopsis_thaliana","Leaf"
"Myrosinase cell",4,10,1,"Fail","arabidopsis_thaliana","Leaf"
"Palisade mesophyll",4,1,1,"Fail","arabidopsis_thaliana","Leaf"
"Phloem",4,19,0.461622084597531,"Fail","arabidopsis_thaliana","Leaf"
"Phloem parenchyma",4,8,1,"Fail","arabidopsis_thaliana","Leaf"
"Phloem parenchyma cell",4,9,1,"Fail","arabidopsis_thaliana","Leaf"
"Proliferating cell",4,5,1,"Fail","arabidopsis_thaliana","Leaf"
"S phase",4,1,1,"Fail","arabidopsis_thaliana","Leaf"
"Sieve element",4,8,0.671797498749098,"Fail","arabidopsis_thaliana","Leaf"
"Spongy mesophyll",4,5,1,"Fail","arabidopsis_thaliana","Leaf"
"Spongy mesophyll cell",4,3,1,"Fail","arabidopsis_thaliana","Leaf"
"Stomatal initial cell",4,5,1,"Fail","arabidopsis_thaliana","Leaf"
"Stress response",4,14,0.753728345835233,"Fail","arabidopsis_thaliana","Leaf"
"Tracheary element",4,4,0.582104220552674,"Fail","arabidopsis_thaliana","Leaf"
"Vascular tissue",4,21,0.118655780178838,"Fail","arabidopsis_thaliana","Leaf"
"Xylem",4,10,1,"Fail","arabidopsis_thaliana","Leaf"
"Young guard cell",4,6,1,"Fail","arabidopsis_thaliana","Leaf"
"Bundle sheath",5,6,1,"Fail","arabidopsis_thaliana","Leaf"
"Bundle sheath cell",5,9,0.847421656911351,"Fail","arabidopsis_thaliana","Leaf"
"Companion cell",5,1,1,"Fail","arabidopsis_thaliana","Leaf"
"G2/M phase",5,0,1,"Fail","arabidopsis_thaliana","Leaf"
"Guard mother cell",5,5,1,"Fail","arabidopsis_thaliana","Leaf"
"Hydathode",5,3,1,"Fail","arabidopsis_thaliana","Leaf"
"Hydathodes",5,8,1,"Fail","arabidopsis_thaliana","Leaf"
"Initials",5,6,1,"Fail","arabidopsis_thaliana","Leaf"
"Leaf abaxial pavement cell",5,1,1,"Fail","arabidopsis_thaliana","Leaf"
"Leaf adaxial pavement cell",5,10,0.735440837816166,"Fail","arabidopsis_thaliana","Leaf"
"Leaf epidermis",5,4,1,"Fail","arabidopsis_thaliana","Leaf"
"Leaf guard cell",5,8,0.926090875141615,"Fail","arabidopsis_thaliana","Leaf"
"Leaf lamina epidermis",5,5,1,"Fail","arabidopsis_thaliana","Leaf"
"Leaf pavement cell",5,9,1,"Fail","arabidopsis_thaliana","Leaf"
