"reference_cluster","query_cluster","num_common_OMG","FDR","test","species","tissue"
"Root epidermis",11,15,0.0716343971851303,"Fail","glycine_max","Root"
"Root hair cell",11,5,1,"Fail","glycine_max","Root"
"Root nodule",11,5,1,"Fail","glycine_max","Root"
"Root procambium",11,6,1,"Fail","glycine_max","Root"
"Root vascular system",11,5,1,"Fail","glycine_max","Root"
"Xylem",11,10,1,"Fail","glycine_max","Root"
"Pericycle cell",12,6,1,"Fail","glycine_max","Root"
"Phloem",12,8,1,"Fail","glycine_max","Root"
"Phloem fiber cell",12,1,1,"Fail","glycine_max","Root"
"Proliferating cell",12,1,1,"Fail","glycine_max","Root"
"Root cap",12,7,1,"Fail","glycine_max","Root"
"Root cortex",12,12,0.106424305760549,"Fail","glycine_max","Root"
"Root endodermis",12,2,1,"Fail","glycine_max","Root"
"Root epidermis",12,2,1,"Fail","glycine_max","Root"
"Root hair cell",12,7,1,"Fail","glycine_max","Root"
"Root nodule",12,2,1,"Fail","glycine_max","Root"
"Root procambium",12,3,1,"Fail","glycine_max","Root"
"Root vascular system",12,6,1,"Fail","glycine_max","Root"
"Xylem",12,10,0.791099926884188,"Fail","glycine_max","Root"
"Pericycle cell",13,5,1,"Fail","glycine_max","Root"
"Phloem",13,12,1,"Fail","glycine_max","Root"
"Phloem fiber cell",13,1,1,"Fail","glycine_max","Root"
"Proliferating cell",13,0,1,"Fail","glycine_max","Root"
"Root cap",13,6,1,"Fail","glycine_max","Root"
"Root cortex",13,10,0.774930516322214,"Fail","glycine_max","Root"
"Root endodermis",13,16,0.00331907771238307,"Reject","glycine_max","Root"
"Root epidermis",13,7,1,"Fail","glycine_max","Root"
"Root hair cell",13,7,1,"Fail","glycine_max","Root"
"Root nodule",13,2,1,"Fail","glycine_max","Root"
"Root procambium",13,4,1,"Fail","glycine_max","Root"
"Root vascular system",13,2,1,"Fail","glycine_max","Root"
"Xylem",13,3,1,"Fail","glycine_max","Root"
"Pericycle cell",14,4,1,"Fail","glycine_max","Root"
"Phloem",14,7,1,"Fail","glycine_max","Root"
"Phloem fiber cell",14,10,0.00064118362107278,"Reject","glycine_max","Root"
"Proliferating cell",14,0,1,"Fail","glycine_max","Root"
"Root cap",14,7,0.943956372739172,"Fail","glycine_max","Root"
"Root cortex",14,1,1,"Fail","glycine_max","Root"
"Root endodermis",14,2,1,"Fail","glycine_max","Root"
"Root epidermis",14,4,1,"Fail","glycine_max","Root"
"Root hair cell",14,3,1,"Fail","glycine_max","Root"
"Root nodule",14,1,1,"Fail","glycine_max","Root"
"Root procambium",14,3,1,"Fail","glycine_max","Root"
"Root vascular system",14,4,1,"Fail","glycine_max","Root"
"Xylem",14,5,1,"Fail","glycine_max","Root"
