"reference_cluster","query_cluster","num_common_OMG","FDR","test","species","tissue"
"Xylem pole pericycle cell",7,3,1,"Fail","triticum_aestivum","Root"
"Columella root cap",8,5,1,"Fail","triticum_aestivum","Root"
"Columella root cap cell",8,2,1,"Fail","triticum_aestivum","Root"
"Companion cell",8,2,1,"Fail","triticum_aestivum","Root"
"Meristematic cell",8,0,1,"Fail","triticum_aestivum","Root"
"Metaxylem",8,1,1,"Fail","triticum_aestivum","Root"
"Pericycle",8,1,1,"Fail","triticum_aestivum","Root"
"Pericycle cell",8,4,1,"Fail","triticum_aestivum","Root"
"Phloem pole pericycle",8,4,1,"Fail","triticum_aestivum","Root"
"Phloem pole pericycle cell",8,0,1,"Fail","triticum_aestivum","Root"
"Protophloem",8,1,1,"Fail","triticum_aestivum","Root"
"Protoxylem",8,1,1,"Fail","triticum_aestivum","Root"
"Provascular",8,1,1,"Fail","triticum_aestivum","Root"
"Proximal meristem",8,0,1,"Fail","triticum_aestivum","Root"
"Root broder",8,2,1,"Fail","triticum_aestivum","Root"
"Root cap",8,1,1,"Fail","triticum_aestivum","Root"
"Root endodermis",8,0,1,"Fail","triticum_aestivum","Root"
"Root epidermis",8,0,1,"Fail","triticum_aestivum","Root"
"Root epidermis/Root cortex",8,6,0.882792289608639,"Fail","triticum_aestivum","Root"
"Root hair",8,5,1,"Fail","triticum_aestivum","Root"
"Root hair cell",8,1,1,"Fail","triticum_aestivum","Root"
"Root system ground meristem",8,22,8.46370615762288e-10,"Reject","triticum_aestivum","Root"
"Root vascular system",8,9,0.547257514246424,"Fail","triticum_aestivum","Root"
"Sieve element",8,1,1,"Fail","triticum_aestivum","Root"
"Stem cell niche",8,2,1,"Fail","triticum_aestivum","Root"
"Xylem pole pericycle",8,4,1,"Fail","triticum_aestivum","Root"
"Xylem pole pericycle cell",8,0,1,"Fail","triticum_aestivum","Root"
"Columella root cap",9,0,1,"Fail","triticum_aestivum","Root"
"Columella root cap cell",9,0,1,"Fail","triticum_aestivum","Root"
"Companion cell",9,1,1,"Fail","triticum_aestivum","Root"
"Meristematic cell",9,0,1,"Fail","triticum_aestivum","Root"
"Metaxylem",9,6,0.113648232299625,"Fail","triticum_aestivum","Root"
"Pericycle",9,1,1,"Fail","triticum_aestivum","Root"
"Pericycle cell",9,0,1,"Fail","triticum_aestivum","Root"
"Phloem pole pericycle",9,0,1,"Fail","triticum_aestivum","Root"
"Phloem pole pericycle cell",9,4,1,"Fail","triticum_aestivum","Root"
"Protophloem",9,0,1,"Fail","triticum_aestivum","Root"
"Protoxylem",9,3,1,"Fail","triticum_aestivum","Root"
"Provascular",9,0,1,"Fail","triticum_aestivum","Root"
"Proximal meristem",9,0,1,"Fail","triticum_aestivum","Root"
"Root broder",9,2,1,"Fail","triticum_aestivum","Root"
"Root cap",9,0,1,"Fail","triticum_aestivum","Root"
"Root endodermis",9,5,0.231402075471088,"Fail","triticum_aestivum","Root"
"Root epidermis",9,0,1,"Fail","triticum_aestivum","Root"
"Root epidermis/Root cortex",9,1,1,"Fail","triticum_aestivum","Root"
"Root hair",9,2,1,"Fail","triticum_aestivum","Root"
"Root hair cell",9,0,1,"Fail","triticum_aestivum","Root"
"Root system ground meristem",9,1,1,"Fail","triticum_aestivum","Root"
"Root vascular system",9,1,1,"Fail","triticum_aestivum","Root"
"Sieve element",9,0,1,"Fail","triticum_aestivum","Root"
"Stem cell niche",9,0,1,"Fail","triticum_aestivum","Root"
"Xylem pole pericycle",9,0,1,"Fail","triticum_aestivum","Root"
"Xylem pole pericycle cell",9,2,1,"Fail","triticum_aestivum","Root"
"Columella root cap",10,1,1,"Fail","triticum_aestivum","Root"
"Columella root cap cell",10,2,1,"Fail","triticum_aestivum","Root"
"Companion cell",10,4,1,"Fail","triticum_aestivum","Root"
"Meristematic cell",10,1,1,"Fail","triticum_aestivum","Root"
"Metaxylem",10,7,0.536400289405697,"Fail","triticum_aestivum","Root"
"Pericycle",10,2,1,"Fail","triticum_aestivum","Root"
"Pericycle cell",10,3,1,"Fail","triticum_aestivum","Root"
"Phloem pole pericycle",10,1,1,"Fail","triticum_aestivum","Root"
"Phloem pole pericycle cell",10,5,1,"Fail","triticum_aestivum","Root"
"Protophloem",10,2,1,"Fail","triticum_aestivum","Root"
"Protoxylem",10,7,0.162046948467519,"Fail","triticum_aestivum","Root"
"Provascular",10,0,1,"Fail","triticum_aestivum","Root"
"Proximal meristem",10,0,1,"Fail","triticum_aestivum","Root"
"Root broder",10,1,1,"Fail","triticum_aestivum","Root"
"Root cap",10,1,1,"Fail","triticum_aestivum","Root"
"Root endodermis",10,2,1,"Fail","triticum_aestivum","Root"
"Root epidermis",10,1,1,"Fail","triticum_aestivum","Root"
"Root epidermis/Root cortex",10,1,1,"Fail","triticum_aestivum","Root"
"Root hair",10,6,1,"Fail","triticum_aestivum","Root"
"Root hair cell",10,0,1,"Fail","triticum_aestivum","Root"
"Root system ground meristem",10,1,1,"Fail","triticum_aestivum","Root"
"Root vascular system",10,1,1,"Fail","triticum_aestivum","Root"
"Sieve element",10,1,1,"Fail","triticum_aestivum","Root"
"Stem cell niche",10,1,1,"Fail","triticum_aestivum","Root"
"Xylem pole pericycle",10,3,1,"Fail","triticum_aestivum","Root"
"Xylem pole pericycle cell",10,5,0.882792289608639,"Fail","triticum_aestivum","Root"
"Columella root cap",11,5,1,"Fail","triticum_aestivum","Root"
"Columella root cap cell",11,1,1,"Fail","triticum_aestivum","Root"
"Companion cell",11,5,1,"Fail","triticum_aestivum","Root"
"Meristematic cell",11,1,1,"Fail","triticum_aestivum","Root"
