"reference_cluster","query_cluster","num_common_OMG","FDR","test","species","tissue"
"Root nodule",12,1,1,"Fail","medicago_truncatula","Root"
"Root stele",12,3,1,"Fail","medicago_truncatula","Root"
"Root vascular system",12,6,1,"Fail","medicago_truncatula","Root"
"Stem cell niche",12,14,0.47690030423678,"Fail","medicago_truncatula","Root"
"Xylem",12,13,0.742845619214792,"Fail","medicago_truncatula","Root"
"Cortex",13,9,1,"Fail","medicago_truncatula","Root"
"Nodule apex",13,16,0.56797237753783,"Fail","medicago_truncatula","Root"
"Nodule parenchyma",13,6,1,"Fail","medicago_truncatula","Root"
"Non-hair",13,5,1,"Fail","medicago_truncatula","Root"
"Pericycle",13,10,1,"Fail","medicago_truncatula","Root"
"Phloem",13,9,1,"Fail","medicago_truncatula","Root"
"Root apical meristem",13,10,1,"Fail","medicago_truncatula","Root"
"Root cap",13,9,1,"Fail","medicago_truncatula","Root"
"Root cortex",13,18,0.414101704873877,"Fail","medicago_truncatula","Root"
"Root endodermis",13,13,0.226374848050051,"Fail","medicago_truncatula","Root"
"Root epidermis",13,8,1,"Fail","medicago_truncatula","Root"
"Root hair",13,10,1,"Fail","medicago_truncatula","Root"
"Root hair cell",13,7,1,"Fail","medicago_truncatula","Root"
"Root nodule",13,1,1,"Fail","medicago_truncatula","Root"
"Root stele",13,3,1,"Fail","medicago_truncatula","Root"
"Root vascular system",13,5,1,"Fail","medicago_truncatula","Root"
"Stem cell niche",13,6,1,"Fail","medicago_truncatula","Root"
"Xylem",13,6,1,"Fail","medicago_truncatula","Root"
"Cortex",14,3,1,"Fail","medicago_truncatula","Root"
"Nodule apex",14,1,1,"Fail","medicago_truncatula","Root"
"Nodule parenchyma",14,8,0.357879687098383,"Fail","medicago_truncatula","Root"
"Non-hair",14,0,1,"Fail","medicago_truncatula","Root"
"Pericycle",14,4,1,"Fail","medicago_truncatula","Root"
"Phloem",14,10,0.223545150117829,"Fail","medicago_truncatula","Root"
"Root apical meristem",14,6,1,"Fail","medicago_truncatula","Root"
"Root cap",14,1,1,"Fail","medicago_truncatula","Root"
"Root cortex",14,9,0.742845619214792,"Fail","medicago_truncatula","Root"
"Root endodermis",14,4,1,"Fail","medicago_truncatula","Root"
"Root epidermis",14,3,1,"Fail","medicago_truncatula","Root"
"Root hair",14,4,1,"Fail","medicago_truncatula","Root"
"Root hair cell",14,1,1,"Fail","medicago_truncatula","Root"
"Root nodule",14,1,1,"Fail","medicago_truncatula","Root"
"Root stele",14,6,0.56797237753783,"Fail","medicago_truncatula","Root"
"Root vascular system",14,3,1,"Fail","medicago_truncatula","Root"
"Stem cell niche",14,5,1,"Fail","medicago_truncatula","Root"
"Xylem",14,7,1,"Fail","medicago_truncatula","Root"
