"reference_cluster","query_cluster","num_common_OMG","FDR","test","species","tissue"
"Mesophyll precursor",6,0,1,"Fail","oryza_sativa","Leaf"
"Mestome sheath",6,12,1,"Fail","oryza_sativa","Leaf"
"Phloem",6,3,1,"Fail","oryza_sativa","Leaf"
"Vascular tissue",6,4,1,"Fail","oryza_sativa","Leaf"
"Xylem",6,23,0.0285215940163513,"Reject","oryza_sativa","Leaf"
"Initial cell",7,3,1,"Fail","oryza_sativa","Leaf"
"Large parenchyma cell",7,16,1,"Fail","oryza_sativa","Leaf"
"Leaf epidermis",7,21,1,"Fail","oryza_sativa","Leaf"
"Leaf lamina epidermis",7,12,1,"Fail","oryza_sativa","Leaf"
"Leaf preprocambium",7,23,1,"Fail","oryza_sativa","Leaf"
"Mesophyll",7,12,1,"Fail","oryza_sativa","Leaf"
"Mesophyll cell",7,21,1,"Fail","oryza_sativa","Leaf"
"Mesophyll precursor",7,6,1,"Fail","oryza_sativa","Leaf"
"Mestome sheath",7,22,1,"Fail","oryza_sativa","Leaf"
"Phloem",7,4,1,"Fail","oryza_sativa","Leaf"
"Vascular tissue",7,15,0.826473108602241,"Fail","oryza_sativa","Leaf"
"Xylem",7,10,1,"Fail","oryza_sativa","Leaf"
"Initial cell",8,0,1,"Fail","oryza_sativa","Leaf"
"Large parenchyma cell",8,2,1,"Fail","oryza_sativa","Leaf"
"Leaf epidermis",8,1,1,"Fail","oryza_sativa","Leaf"
"Leaf lamina epidermis",8,2,1,"Fail","oryza_sativa","Leaf"
"Leaf preprocambium",8,1,1,"Fail","oryza_sativa","Leaf"
"Mesophyll",8,5,0.732456782678006,"Fail","oryza_sativa","Leaf"
"Mesophyll cell",8,2,1,"Fail","oryza_sativa","Leaf"
"Mesophyll precursor",8,6,0.019479791376073,"Reject","oryza_sativa","Leaf"
"Mestome sheath",8,1,1,"Fail","oryza_sativa","Leaf"
"Phloem",8,2,1,"Fail","oryza_sativa","Leaf"
"Vascular tissue",8,1,1,"Fail","oryza_sativa","Leaf"
"Xylem",8,5,1,"Fail","oryza_sativa","Leaf"
"Initial cell",9,3,1,"Fail","oryza_sativa","Leaf"
"Large parenchyma cell",9,3,1,"Fail","oryza_sativa","Leaf"
"Leaf epidermis",9,9,1,"Fail","oryza_sativa","Leaf"
"Leaf lamina epidermis",9,8,1,"Fail","oryza_sativa","Leaf"
"Leaf preprocambium",9,12,1,"Fail","oryza_sativa","Leaf"
"Mesophyll",9,4,1,"Fail","oryza_sativa","Leaf"
"Mesophyll cell",9,5,1,"Fail","oryza_sativa","Leaf"
"Mesophyll precursor",9,1,1,"Fail","oryza_sativa","Leaf"
"Mestome sheath",9,13,0.732456782678006,"Fail","oryza_sativa","Leaf"
