"reference_cluster","query_cluster","num_common_OMG","FDR","test","species","tissue"
"Root endodermis",7,5,1,"Fail","manihot_esculenta","Root"
"Root epidermis",7,5,1,"Fail","manihot_esculenta","Root"
"Root exodermis",7,27,0.0018966670989267,"Reject","manihot_esculenta","Root"
"Root hair cell",7,25,0.159372089735046,"Fail","manihot_esculenta","Root"
"Root vascular system",7,0,1,"Fail","manihot_esculenta","Root"
"Xylem",7,6,1,"Fail","manihot_esculenta","Root"
"Metaxylem",8,4,1,"Fail","manihot_esculenta","Root"
"Pericycle cell",8,20,0.00445328208412458,"Reject","manihot_esculenta","Root"
"Phloem",8,0,1,"Fail","manihot_esculenta","Root"
"Root apical meristem",8,37,4.35642691257465e-16,"Reject","manihot_esculenta","Root"
"Root cortex",8,3,1,"Fail","manihot_esculenta","Root"
"Root endodermis",8,0,1,"Fail","manihot_esculenta","Root"
"Root epidermis",8,1,1,"Fail","manihot_esculenta","Root"
"Root exodermis",8,1,1,"Fail","manihot_esculenta","Root"
"Root hair cell",8,2,1,"Fail","manihot_esculenta","Root"
"Root vascular system",8,0,1,"Fail","manihot_esculenta","Root"
"Xylem",8,0,1,"Fail","manihot_esculenta","Root"
"Metaxylem",9,12,1,"Fail","manihot_esculenta","Root"
"Pericycle cell",9,15,0.666509338753038,"Fail","manihot_esculenta","Root"
"Phloem",9,10,1,"Fail","manihot_esculenta","Root"
"Root apical meristem",9,6,1,"Fail","manihot_esculenta","Root"
"Root cortex",9,6,1,"Fail","manihot_esculenta","Root"
"Root endodermis",9,3,1,"Fail","manihot_esculenta","Root"
"Root epidermis",9,6,1,"Fail","manihot_esculenta","Root"
"Root exodermis",9,7,1,"Fail","manihot_esculenta","Root"
"Root hair cell",9,10,1,"Fail","manihot_esculenta","Root"
"Root vascular system",9,0,1,"Fail","manihot_esculenta","Root"
"Xylem",9,8,0.639550945253498,"Fail","manihot_esculenta","Root"
"Metaxylem",10,35,3.85594185437117e-06,"Reject","manihot_esculenta","Root"
"Pericycle cell",10,9,1,"Fail","manihot_esculenta","Root"
"Phloem",10,10,1,"Fail","manihot_esculenta","Root"
"Root apical meristem",10,5,1,"Fail","manihot_esculenta","Root"
"Root cortex",10,5,1,"Fail","manihot_esculenta","Root"
"Root endodermis",10,9,1,"Fail","manihot_esculenta","Root"
"Root epidermis",10,8,1,"Fail","manihot_esculenta","Root"
"Root exodermis",10,7,1,"Fail","manihot_esculenta","Root"
"Root hair cell",10,10,1,"Fail","manihot_esculenta","Root"
"Root vascular system",10,0,1,"Fail","manihot_esculenta","Root"
"Xylem",10,4,1,"Fail","manihot_esculenta","Root"
"Metaxylem",11,17,1,"Fail","manihot_esculenta","Root"
"Pericycle cell",11,10,1,"Fail","manihot_esculenta","Root"
"Phloem",11,10,1,"Fail","manihot_esculenta","Root"
"Root apical meristem",11,7,1,"Fail","manihot_esculenta","Root"
"Root cortex",11,7,1,"Fail","manihot_esculenta","Root"
"Root endodermis",11,9,1,"Fail","manihot_esculenta","Root"
"Root epidermis",11,9,1,"Fail","manihot_esculenta","Root"
"Root exodermis",11,20,0.0645913040584219,"Fail","manihot_esculenta","Root"
"Root hair cell",11,24,0.0609474885868998,"Fail","manihot_esculenta","Root"
"Root vascular system",11,0,1,"Fail","manihot_esculenta","Root"
"Xylem",11,3,1,"Fail","manihot_esculenta","Root"
"Metaxylem",12,24,0.304384508939442,"Fail","manihot_esculenta","Root"
"Pericycle cell",12,11,1,"Fail","manihot_esculenta","Root"
"Phloem",12,8,1,"Fail","manihot_esculenta","Root"
"Root apical meristem",12,16,1,"Fail","manihot_esculenta","Root"
"Root cortex",12,6,1,"Fail","manihot_esculenta","Root"
"Root endodermis",12,9,1,"Fail","manihot_esculenta","Root"
"Root epidermis",12,11,1,"Fail","manihot_esculenta","Root"
"Root exodermis",12,7,1,"Fail","manihot_esculenta","Root"
"Root hair cell",12,13,1,"Fail","manihot_esculenta","Root"
"Root vascular system",12,0,1,"Fail","manihot_esculenta","Root"
"Xylem",12,11,0.477980766334996,"Fail","manihot_esculenta","Root"
"Metaxylem",13,20,1,"Fail","manihot_esculenta","Root"
"Pericycle cell",13,22,0.957234243319339,"Fail","manihot_esculenta","Root"
"Phloem",13,11,1,"Fail","manihot_esculenta","Root"
"Root apical meristem",13,15,1,"Fail","manihot_esculenta","Root"
"Root cortex",13,15,1,"Fail","manihot_esculenta","Root"
"Root endodermis",13,6,1,"Fail","manihot_esculenta","Root"
"Root epidermis",13,13,1,"Fail","manihot_esculenta","Root"
"Root exodermis",13,12,1,"Fail","manihot_esculenta","Root"
"Root hair cell",13,15,1,"Fail","manihot_esculenta","Root"
"Root vascular system",13,0,1,"Fail","manihot_esculenta","Root"
"Xylem",13,11,0.902491906006432,"Fail","manihot_esculenta","Root"
"Metaxylem",14,8,1,"Fail","manihot_esculenta","Root"
"Pericycle cell",14,3,1,"Fail","manihot_esculenta","Root"
"Phloem",14,7,1,"Fail","manihot_esculenta","Root"
"Root apical meristem",14,6,1,"Fail","manihot_esculenta","Root"
"Root cortex",14,11,0.0798345406523935,"Fail","manihot_esculenta","Root"
"Root endodermis",14,3,1,"Fail","manihot_esculenta","Root"
"Root epidermis",14,4,1,"Fail","manihot_esculenta","Root"
"Root exodermis",14,3,1,"Fail","manihot_esculenta","Root"
"Root hair cell",14,6,1,"Fail","manihot_esculenta","Root"
"Root vascular system",14,0,1,"Fail","manihot_esculenta","Root"
"Xylem",14,2,1,"Fail","manihot_esculenta","Root"
