"reference_cluster","query_cluster","num_common_OMG","FDR","test","species","tissue"
"Early sieve element",2,3,1,"Fail","arabidopsis_thaliana","Root"
"Epidermal cell layer of the emerging lateral root",2,7,1,"Fail","arabidopsis_thaliana","Root"
"Explant vasculature and callus founder cell",2,24,0.0688745396874312,"Fail","arabidopsis_thaliana","Root"
"G1/G0 phase",2,0,1,"Fail","arabidopsis_thaliana","Root"
"G2/M phase",2,4,1,"Fail","arabidopsis_thaliana","Root"
"Lateral root cap",2,3,1,"Fail","arabidopsis_thaliana","Root"
"Lateral root cap like cell",2,3,1,"Fail","arabidopsis_thaliana","Root"
"Lateral root primordia",2,0,1,"Fail","arabidopsis_thaliana","Root"
"Meristematic cell",2,0,1,"Fail","arabidopsis_thaliana","Root"
"Metaphloem",2,0,1,"Fail","arabidopsis_thaliana","Root"
"Metaphloem sieve element",2,2,1,"Fail","arabidopsis_thaliana","Root"
"Metaxylem",2,17,0.45411944988971,"Fail","arabidopsis_thaliana","Root"
"Non-hair",2,7,1,"Fail","arabidopsis_thaliana","Root"
"Non-hair root epidermal cell",2,11,0.866146920221841,"Fail","arabidopsis_thaliana","Root"
"Pericycle",2,10,0.781243478554499,"Fail","arabidopsis_thaliana","Root"
"Pericycle cell",2,14,0.349792244526398,"Fail","arabidopsis_thaliana","Root"
"Phloem",2,5,1,"Fail","arabidopsis_thaliana","Root"
"Phloem parenchyma",2,22,0.167732245460758,"Fail","arabidopsis_thaliana","Root"
"Phloem pole pericycle",2,11,0.799645774267985,"Fail","arabidopsis_thaliana","Root"
"Phloem pole pericycle cell",2,9,1,"Fail","arabidopsis_thaliana","Root"
"Phloem/Pericycle",2,12,0.110267330940522,"Fail","arabidopsis_thaliana","Root"
"Pholem",2,10,1,"Fail","arabidopsis_thaliana","Root"
"Photosynthetic cell",2,5,0.553891297785498,"Fail","arabidopsis_thaliana","Root"
"Primary phloem",2,15,0.458113315385226,"Fail","arabidopsis_thaliana","Root"
"Primary xylem",2,11,0.686932599655807,"Fail","arabidopsis_thaliana","Root"
"Proliferating cell",2,9,1,"Fail","arabidopsis_thaliana","Root"
"Protophloem",2,8,0.94972000611774,"Fail","arabidopsis_thaliana","Root"
"Protophloem sieve element",2,1,1,"Fail","arabidopsis_thaliana","Root"
"Protoxylem",2,3,1,"Fail","arabidopsis_thaliana","Root"
"Quiescent center",2,1,1,"Fail","arabidopsis_thaliana","Root"
"Root cap",2,11,1,"Fail","arabidopsis_thaliana","Root"
"Root cortex",2,23,0.0946287113880973,"Fail","arabidopsis_thaliana","Root"
"Root endodermis",2,16,0.321876831403943,"Fail","arabidopsis_thaliana","Root"
"Root epidermis",2,16,0.639138857747933,"Fail","arabidopsis_thaliana","Root"
"Root hair",2,13,0.52851107605267,"Fail","arabidopsis_thaliana","Root"
"Root hair cell",2,2,1,"Fail","arabidopsis_thaliana","Root"
"Root initial cell",2,3,1,"Fail","arabidopsis_thaliana","Root"
"Root meristem",2,0,1,"Fail","arabidopsis_thaliana","Root"
"Root procambium",2,7,1,"Fail","arabidopsis_thaliana","Root"
"Root stele",2,17,0.51146546528209,"Fail","arabidopsis_thaliana","Root"
"S phase",2,2,1,"Fail","arabidopsis_thaliana","Root"
"Sieve element",2,1,1,"Fail","arabidopsis_thaliana","Root"
"Stem cell niche",2,1,1,"Fail","arabidopsis_thaliana","Root"
"Xylem",2,5,1,"Fail","arabidopsis_thaliana","Root"
"Xylem pole pericycle",2,11,1,"Fail","arabidopsis_thaliana","Root"
"Xylem pole pericycle cell",2,15,1,"Fail","arabidopsis_thaliana","Root"
"Columella",3,3,1,"Fail","arabidopsis_thaliana","Root"
"Columella root cap",3,12,0.0327442787581335,"Reject","arabidopsis_thaliana","Root"
"Columella root cap cell",3,7,0.478657623234443,"Fail","arabidopsis_thaliana","Root"
"Companion cell",3,6,0.905833162070191,"Fail","arabidopsis_thaliana","Root"
"Cortex",3,11,1,"Fail","arabidopsis_thaliana","Root"
"Early sieve element",3,3,1,"Fail","arabidopsis_thaliana","Root"
