"reference_cluster","query_cluster","num_common_OMG","FDR","test","species","tissue"
"Shoot parenchyma",13,8,1,"Fail","glycine_max","Stem"
"Shoot system cortex",13,1,1,"Fail","glycine_max","Stem"
"Shoot system vascular system",13,3,1,"Fail","glycine_max","Stem"
"Stem cortex",13,8,1,"Fail","glycine_max","Stem"
"Stem endodermis",13,9,1,"Fail","glycine_max","Stem"
"Stem epidermis",13,5,1,"Fail","glycine_max","Stem"
"Stem pith",13,9,1,"Fail","glycine_max","Stem"
"Stem trichome",13,3,1,"Fail","glycine_max","Stem"
"Xylem",13,7,1,"Fail","glycine_max","Stem"
"Companion cell",14,1,1,"Fail","glycine_max","Stem"
"Guard cell",14,1,1,"Fail","glycine_max","Stem"
"Mesophyll cell",14,1,1,"Fail","glycine_max","Stem"
"Phloem",14,10,0.00546917246431955,"Reject","glycine_max","Stem"
"Proliferating cell",14,1,1,"Fail","glycine_max","Stem"
"Shoot apical meristem",14,1,1,"Fail","glycine_max","Stem"
"Shoot apical meristem epidermis layer",14,1,1,"Fail","glycine_max","Stem"
"Shoot parenchyma",14,3,1,"Fail","glycine_max","Stem"
"Shoot system cortex",14,0,1,"Fail","glycine_max","Stem"
"Shoot system vascular system",14,3,1,"Fail","glycine_max","Stem"
"Stem cortex",14,4,1,"Fail","glycine_max","Stem"
"Stem endodermis",14,2,1,"Fail","glycine_max","Stem"
"Stem epidermis",14,2,1,"Fail","glycine_max","Stem"
"Stem pith",14,3,1,"Fail","glycine_max","Stem"
"Stem trichome",14,1,1,"Fail","glycine_max","Stem"
"Xylem",14,4,1,"Fail","glycine_max","Stem"
