"reference_cluster","query_cluster","num_common_OMG","FDR","test","species","tissue"
"Leaf lamina epidermis",8,0,1,"Fail","catharanthus_roseus","Leaf"
"Leaf vascular system",8,3,1,"Fail","catharanthus_roseus","Leaf"
"Meristematic cell",8,80,4.52272116280824e-25,"Reject","catharanthus_roseus","Leaf"
"Mesophyll",8,0,1,"Fail","catharanthus_roseus","Leaf"
"Mesophyll cell",8,5,1,"Fail","catharanthus_roseus","Leaf"
"Phloem parenchyma",8,4,1,"Fail","catharanthus_roseus","Leaf"
"Phloem parenchyma cell",8,0,1,"Fail","catharanthus_roseus","Leaf"
"Proliferating cell",8,22,0.0016292441902797,"Reject","catharanthus_roseus","Leaf"
"Vascular tissue",8,7,1,"Fail","catharanthus_roseus","Leaf"
"Idioblast cell",9,9,1,"Fail","catharanthus_roseus","Leaf"
"Leaf epidermis",9,10,0.974844763093237,"Fail","catharanthus_roseus","Leaf"
"Leaf guard cell",9,6,1,"Fail","catharanthus_roseus","Leaf"
"Leaf lamina epidermis",9,4,1,"Fail","catharanthus_roseus","Leaf"
"Leaf vascular system",9,8,0.881434815673212,"Fail","catharanthus_roseus","Leaf"
"Meristematic cell",9,4,1,"Fail","catharanthus_roseus","Leaf"
"Mesophyll",9,1,1,"Fail","catharanthus_roseus","Leaf"
"Mesophyll cell",9,1,1,"Fail","catharanthus_roseus","Leaf"
"Phloem parenchyma",9,10,1,"Fail","catharanthus_roseus","Leaf"
"Phloem parenchyma cell",9,3,1,"Fail","catharanthus_roseus","Leaf"
"Proliferating cell",9,1,1,"Fail","catharanthus_roseus","Leaf"
"Vascular tissue",9,13,1,"Fail","catharanthus_roseus","Leaf"
"Idioblast cell",10,10,1,"Fail","catharanthus_roseus","Leaf"
"Leaf epidermis",10,7,1,"Fail","catharanthus_roseus","Leaf"
"Leaf guard cell",10,6,1,"Fail","catharanthus_roseus","Leaf"
"Leaf lamina epidermis",10,0,1,"Fail","catharanthus_roseus","Leaf"
"Leaf vascular system",10,8,0.997668685112412,"Fail","catharanthus_roseus","Leaf"
"Meristematic cell",10,7,1,"Fail","catharanthus_roseus","Leaf"
"Mesophyll",10,1,1,"Fail","catharanthus_roseus","Leaf"
"Mesophyll cell",10,0,1,"Fail","catharanthus_roseus","Leaf"
"Phloem parenchyma",10,15,0.267539009131129,"Fail","catharanthus_roseus","Leaf"
"Phloem parenchyma cell",10,2,1,"Fail","catharanthus_roseus","Leaf"
"Proliferating cell",10,2,1,"Fail","catharanthus_roseus","Leaf"
"Vascular tissue",10,19,0.244006115365834,"Fail","catharanthus_roseus","Leaf"
"Idioblast cell",11,6,1,"Fail","catharanthus_roseus","Leaf"
"Leaf epidermis",11,23,0.00135836152758239,"Reject","catharanthus_roseus","Leaf"
"Leaf guard cell",11,7,1,"Fail","catharanthus_roseus","Leaf"
"Leaf lamina epidermis",11,10,0.0424681762896193,"Reject","catharanthus_roseus","Leaf"
"Leaf vascular system",11,5,1,"Fail","catharanthus_roseus","Leaf"
"Meristematic cell",11,9,1,"Fail","catharanthus_roseus","Leaf"
"Mesophyll",11,3,1,"Fail","catharanthus_roseus","Leaf"
"Mesophyll cell",11,0,1,"Fail","catharanthus_roseus","Leaf"
"Phloem parenchyma",11,10,1,"Fail","catharanthus_roseus","Leaf"
"Phloem parenchyma cell",11,2,1,"Fail","catharanthus_roseus","Leaf"
"Proliferating cell",11,4,1,"Fail","catharanthus_roseus","Leaf"
"Vascular tissue",11,13,1,"Fail","catharanthus_roseus","Leaf"
"Idioblast cell",12,16,0.974844763093237,"Fail","catharanthus_roseus","Leaf"
"Leaf epidermis",12,13,1,"Fail","catharanthus_roseus","Leaf"
"Leaf guard cell",12,11,0.997668685112412,"Fail","catharanthus_roseus","Leaf"
"Leaf lamina epidermis",12,7,0.909889642803685,"Fail","catharanthus_roseus","Leaf"
"Leaf vascular system",12,8,1,"Fail","catharanthus_roseus","Leaf"
"Meristematic cell",12,11,1,"Fail","catharanthus_roseus","Leaf"
"Mesophyll",12,3,1,"Fail","catharanthus_roseus","Leaf"
"Mesophyll cell",12,3,1,"Fail","catharanthus_roseus","Leaf"
"Phloem parenchyma",12,12,1,"Fail","catharanthus_roseus","Leaf"
"Phloem parenchyma cell",12,5,1,"Fail","catharanthus_roseus","Leaf"
"Proliferating cell",12,5,1,"Fail","catharanthus_roseus","Leaf"
"Vascular tissue",12,17,1,"Fail","catharanthus_roseus","Leaf"
"Idioblast cell",13,21,0.216668454626142,"Fail","catharanthus_roseus","Leaf"
"Leaf epidermis",13,15,1,"Fail","catharanthus_roseus","Leaf"
"Leaf guard cell",13,7,1,"Fail","catharanthus_roseus","Leaf"
"Leaf lamina epidermis",13,5,1,"Fail","catharanthus_roseus","Leaf"
"Leaf vascular system",13,10,1,"Fail","catharanthus_roseus","Leaf"
"Meristematic cell",13,8,1,"Fail","catharanthus_roseus","Leaf"
"Mesophyll",13,4,1,"Fail","catharanthus_roseus","Leaf"
"Mesophyll cell",13,4,1,"Fail","catharanthus_roseus","Leaf"
"Phloem parenchyma",13,16,1,"Fail","catharanthus_roseus","Leaf"
"Phloem parenchyma cell",13,6,0.956746150053382,"Fail","catharanthus_roseus","Leaf"
"Proliferating cell",13,2,1,"Fail","catharanthus_roseus","Leaf"
"Vascular tissue",13,18,1,"Fail","catharanthus_roseus","Leaf"
"Idioblast cell",14,3,1,"Fail","catharanthus_roseus","Leaf"
"Leaf epidermis",14,8,1,"Fail","catharanthus_roseus","Leaf"
"Leaf guard cell",14,4,1,"Fail","catharanthus_roseus","Leaf"
"Leaf lamina epidermis",14,2,1,"Fail","catharanthus_roseus","Leaf"
"Leaf vascular system",14,12,0.0303204350099353,"Reject","catharanthus_roseus","Leaf"
"Meristematic cell",14,6,1,"Fail","catharanthus_roseus","Leaf"
"Mesophyll",14,1,1,"Fail","catharanthus_roseus","Leaf"
"Mesophyll cell",14,0,1,"Fail","catharanthus_roseus","Leaf"
"Phloem parenchyma",14,3,1,"Fail","catharanthus_roseus","Leaf"
"Phloem parenchyma cell",14,0,1,"Fail","catharanthus_roseus","Leaf"
"Proliferating cell",14,4,1,"Fail","catharanthus_roseus","Leaf"
"Vascular tissue",14,20,0.0153052795731931,"Reject","catharanthus_roseus","Leaf"
