"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,2.43066629110401,0.554,0.171,0,"2","Potri.008G116500"
0,2.06365633355624,0.539,0.171,0,"2","Potri.005G114000"
0,2.12607683385932,0.568,0.2,0,"2","Potri.T134750"
0,1.71803685552999,0.628,0.261,0,"2","Potri.T035000"
0,1.90885190965037,0.622,0.258,0,"2","Potri.013G073300"
0,2.05892048453269,0.57,0.222,0,"2","Potri.002G092700"
0,2.0772885399427,0.514,0.171,0,"2","Potri.010G129800"
0,1.74067602520377,0.586,0.248,0,"2","Potri.004G057700"
0,1.88572649922726,0.975,0.658,0,"2","Potri.014G145100"
0,1.69383652795387,0.549,0.234,0,"2","Potri.006G009200"
0,1.55232665622115,0.588,0.273,0,"2","Potri.006G009000"
0,1.51306345386192,0.827,0.514,0,"2","Potri.019G130700"
0,1.21690800092858,0.773,0.465,0,"2","Potri.016G091100"
0,1.79084345700732,0.489,0.191,0,"2","Potri.002G055100"
0,1.69540321987566,0.96,0.662,0,"2","Potri.010G213000"
0,2.07372535520074,0.422,0.125,0,"2","Potri.002G173900"
0,1.25501173091395,0.745,0.451,0,"2","Potri.018G114800"
0,2.05953993370179,0.417,0.124,0,"2","Potri.005G113700"
0,2.09145940070525,0.414,0.126,0,"2","Potri.009G133300"
0,2.30650582295448,0.384,0.104,0,"2","Potri.015G050200"
0,1.2575010226168,0.594,0.322,0,"2","Potri.005G045300"
0,2.54952628423109,0.347,0.076,0,"2","Potri.006G178700"
0,1.96574236068354,0.382,0.121,0,"2","Potri.002G057700"
0,1.57022335226095,0.458,0.199,0,"2","Potri.001G161400"
0,0.967440425403891,0.803,0.545,0,"2","Potri.006G126800"
0,1.76526603908736,0.392,0.138,0,"2","Potri.004G212550"
0,1.16541138361212,0.668,0.42,0,"2","Potri.013G004400"
0,1.22370069173083,0.525,0.278,0,"2","Potri.001G214500"
0,1.74466955080303,0.408,0.167,0,"2","Potri.005G208600"
0,2.21771626099547,0.326,0.088,0,"2","Potri.001G140700"
0,1.76859940056034,0.351,0.122,0,"2","Potri.014G127500"
0,1.39638785903631,0.4,0.174,0,"2","Potri.005G107800"
0,1.54173214664044,0.375,0.149,0,"2","Potri.005G229500"
0,0.929609391525057,0.716,0.493,0,"2","Potri.013G157900"
0,1.68571595320887,0.366,0.147,0,"2","Potri.018G146100"
0,1.25151308509447,0.415,0.197,0,"2","Potri.010G123200"
0,2.04877243971721,0.292,0.082,0,"2","Potri.005G113900"
0,1.46450878231649,0.571,0.361,0,"2","Potri.007G122100"
0,1.7234635601762,0.315,0.107,0,"2","Potri.013G031800"
0,2.47566196434517,0.256,0.057,0,"2","Potri.018G100500"
0,2.1085017193698,0.267,0.07,0,"2","Potri.004G105000"
0,1.89891261920902,0.286,0.089,0,"2","Potri.005G169200"
0,1.58153806848938,0.36,0.163,0,"2","Potri.015G127100"
0,1.1844845207257,0.387,0.192,0,"2","Potri.003G052400"
0,2.14682832090183,0.265,0.07,0,"2","Potri.017G110500"
0,0.923865325938902,0.634,0.441,0,"2","Potri.008G105300"
0,1.67398705116393,0.292,0.106,0,"2","Potri.002G137200"
0,2.04380657747677,0.257,0.074,0,"2","Potri.005G167400"
0,2.31493402397102,0.258,0.077,0,"2","Potri.002G164600"
0,0.986582014329382,0.424,0.243,0,"2","Potri.005G004900"
0,1.21884704921167,0.423,0.243,0,"2","Potri.001G006700"
0,1.05936849070796,0.642,0.466,0,"2","Potri.010G222700"
0,1.0712499547433,0.351,0.18,0,"2","Potri.014G115200"
0,1.74293434930225,0.268,0.098,0,"2","Potri.005G207600"
0,1.36741067652746,0.6,0.433,0,"2","Potri.006G011600"
0,1.51050211460622,0.431,0.264,0,"2","Potri.019G035500"
0,0.912461460505017,0.394,0.229,0,"2","Potri.002G242500"
0,1.56584941519711,0.266,0.105,0,"2","Potri.003G144300"
0,0.955301695557496,0.384,0.223,0,"2","Potri.008G188900"
0,1.00697954452466,0.364,0.203,0,"2","Potri.010G038400"
0,0.826996319866262,0.514,0.355,0,"2","Potri.010G117900"
0,1.60201331843361,0.348,0.19,0,"2","Potri.001G094700"
0,1.11404204404086,0.294,0.144,0,"2","Potri.007G122800"
0,1.17128798660621,0.287,0.138,0,"2","Potri.001G062100"
0,0.886665469623952,0.802,0.656,0,"2","Potri.018G090100"
0,1.69996604462502,0.29,0.149,0,"2","Potri.T011300"
0,1.1289243063315,0.277,0.137,0,"2","Potri.006G171400"
0,1.17366009230865,0.254,0.115,0,"2","Potri.002G163400"
0,1.62154790166591,0.262,0.128,0,"2","Potri.013G057500"
0,1.28951200983808,0.284,0.15,0,"2","Potri.001G028200"
0,0.802318878328854,0.812,0.703,0,"2","Potri.006G121700"
0,0.662649526072337,0.786,0.694,0,"2","Potri.003G128600"
6.5088094563758e-294,0.944726804727979,0.31,0.168,2.13573564692059e-289,"2","Potri.019G063500"
4.68502485430685e-289,1.74867324129986,0.366,0.233,1.53729720544371e-284,"2","Potri.001G121800"
2.18468166200126e-266,0.894002752780263,0.387,0.24,7.16859593752473e-262,"2","Potri.001G337400"
3.11513328869519e-264,0.949509275240969,0.275,0.147,1.02216868601955e-259,"2","Potri.012G069200"
5.07636560366842e-260,0.641276268469352,0.646,0.51,1.66570784553172e-255,"2","Potri.013G081700"
4.69082320768603e-257,0.678352457000123,0.487,0.334,1.53919981913802e-252,"2","Potri.005G073300"
8.97210991552645e-253,0.811005127736926,0.655,0.546,2.9440184265817e-248,"2","Potri.002G101101"
7.20261067288237e-251,0.760529446739235,0.47,0.328,2.36339264009289e-246,"2","Potri.006G117400"
2.77261567736159e-244,0.930798391663507,0.403,0.272,9.09778382212659e-240,"2","Potri.001G004600"
3.70196042739213e-242,0.908314802927898,0.256,0.136,1.21472427504018e-237,"2","Potri.018G079300"
4.20631411685133e-240,1.23729519485137,0.629,0.527,1.38021785116243e-235,"2","Potri.001G158400"
4.89245574991882e-228,0.686993821340496,0.461,0.318,1.60536150522086e-223,"2","Potri.013G067300"
2.45824260548511e-222,0.498500224015602,0.86,0.795,8.06623146137829e-218,"2","Potri.008G050700"
4.56422324895124e-222,0.610561260158131,0.545,0.408,1.49765857467837e-217,"2","Potri.015G034700"
5.75145912701328e-217,0.671772968426372,0.503,0.374,1.88722628334687e-212,"2","Potri.006G116800"
5.01182418036331e-213,1.06718523436807,0.359,0.24,1.64452986830261e-208,"2","Potri.002G104600"
1.50459647866473e-208,0.590300279292759,0.509,0.373,4.93703242544257e-204,"2","Potri.017G106900"
1.01424748817441e-203,0.697744599586689,0.425,0.29,3.32805028294668e-199,"2","Potri.005G162800"
1.08734096410462e-203,1.24477154307932,0.626,0.536,3.56789190551648e-199,"2","Potri.009G112500"
2.20822581465572e-202,0.551996324200583,0.659,0.562,7.2458513656298e-198,"2","Potri.015G091400"
1.13564670910407e-200,1.09799125734205,0.309,0.196,3.72639754658318e-196,"2","Potri.014G033600"
8.56590123809215e-190,0.945354147532303,0.405,0.292,2.81072917325518e-185,"2","Potri.016G013000"
1.28075316358441e-189,0.995320633119736,0.327,0.219,4.20253535566952e-185,"2","Potri.006G123200"
1.59984225817918e-186,1.32155246877981,0.277,0.172,5.24956240176334e-182,"2","Potri.006G065500"
1.77781775554583e-184,0.513610624015939,0.657,0.542,5.83355340127252e-180,"2","Potri.004G160300"
9.08001338591494e-181,0.59989345781152,0.478,0.357,2.97942479232027e-176,"2","Potri.001G052100"
3.09766819064556e-180,0.864870343836441,0.322,0.211,1.01643786339653e-175,"2","Potri.019G093300"
2.13470508725697e-178,0.598916790158222,0.456,0.326,7.00460780281629e-174,"2","Potri.004G188100"
5.09791457351591e-176,1.20988655681121,0.601,0.513,1.67277870900778e-171,"2","Potri.003G111400"
9.00091270516294e-175,0.639816369439851,0.416,0.291,2.95346948594512e-170,"2","Potri.002G228300"
4.44060104688807e-173,0.52715476548018,0.771,0.693,1.45709442151538e-168,"2","Potri.016G015500"
2.04459481573192e-170,0.770931929125945,0.3,0.191,6.70892896886115e-166,"2","Potri.002G181300"
4.95544198387526e-170,0.466847154186576,0.758,0.661,1.62602917816899e-165,"2","Potri.001G345300"
1.51275166005496e-168,0.76835444060682,0.259,0.155,4.96379202213834e-164,"2","Potri.010G083300"
1.24612757695614e-159,1.22296592331677,0.252,0.158,4.08891841826618e-155,"2","Potri.001G461400"
4.92572371798342e-158,0.653903681220279,0.48,0.379,1.6162777235819e-153,"2","Potri.003G103700"
9.36817744911408e-157,0.781216230010192,0.359,0.253,3.0739800663778e-152,"2","Potri.005G144900"
1.12532035752562e-154,0.38607749286785,0.697,0.596,3.69251368914883e-150,"2","Potri.010G055400"
1.0628920934108e-153,0.930598019322271,0.451,0.341,3.48766782610886e-149,"2","Potri.014G149900"
2.19581164260945e-153,0.854593390163751,0.255,0.158,7.20511674289438e-149,"2","Potri.013G068700"
1.49372979704642e-151,0.706764576309202,0.286,0.182,4.90137558304843e-147,"2","Potri.002G099200"
1.60283358459766e-150,1.60659743146361,0.323,0.226,5.25937784114029e-146,"2","Potri.013G128800"
1.20095204047689e-147,0.673011356245832,0.298,0.193,3.94068393041682e-143,"2","Potri.016G018700"
1.0749188332968e-144,0.7762724636068,0.416,0.312,3.52713116769679e-140,"2","Potri.016G098200"
3.36264082937156e-141,0.604477373205962,0.412,0.306,1.10338333534169e-136,"2","Potri.002G016300"
2.37504612662532e-138,0.787233116944335,0.307,0.21,7.79323885529566e-134,"2","Potri.014G168100"
2.9032585919291e-132,0.689241594705412,0.331,0.231,9.52646241769697e-128,"2","Potri.T103900"
1.73392024382581e-122,0.514869025683966,0.478,0.379,5.68951249606562e-118,"2","Potri.008G084800"
7.45363411523362e-119,0.570260553989022,0.56,0.489,2.44576096223161e-114,"2","Potri.002G093100"
1.27851877340424e-117,0.329678819331714,0.769,0.718,4.19520365117134e-113,"2","Potri.012G094100"
1.58157780315922e-117,0.481519532454326,0.517,0.43,5.18963124550636e-113,"2","Potri.002G191400"
1.113562663649e-112,0.468871595813973,0.398,0.295,3.65393316823148e-108,"2","Potri.002G146400"
2.27442675909645e-111,0.636988067990166,0.418,0.33,7.46307652462319e-107,"2","Potri.017G083000"
7.02823385616835e-111,0.753454229999899,0.303,0.217,2.30617437522452e-106,"2","Potri.001G297466"
9.18706443305723e-111,0.392503739665268,0.645,0.567,3.01455145241907e-106,"2","Potri.004G136900"
2.27852126028732e-110,0.468543158171812,0.62,0.553,7.47651181138077e-106,"2","Potri.009G085100"
4.21637012734784e-109,0.612428523305193,0.546,0.453,1.38351752988665e-104,"2","Potri.009G027200"
1.1621840067662e-108,0.467352240193143,0.428,0.331,3.81347438140192e-104,"2","Potri.006G113300"
4.53415011585891e-104,0.838349561172042,0.37,0.286,1.48779067751679e-99,"2","Potri.001G004100"
1.9693847204629e-103,0.423978475316424,0.458,0.357,6.46214208325492e-99,"2","Potri.014G068200"
9.1652242025823e-103,0.602015064780832,0.251,0.168,3.00738501759333e-98,"2","Potri.T017700"
2.76052057447106e-99,0.490221898748538,0.381,0.287,9.05809616101188e-95,"2","Potri.003G166400"
6.2831083846472e-98,0.527395507819361,0.298,0.21,2.06167635425429e-93,"2","Potri.007G069600"
1.6427724792508e-92,0.42001600406894,0.436,0.339,5.39042933616565e-88,"2","Potri.005G093200"
1.97695689526038e-91,0.344957708654091,0.701,0.626,6.48698866041789e-87,"2","Potri.008G039600"
9.98507145671377e-89,0.466777105111317,0.281,0.199,3.27640149709149e-84,"2","Potri.005G247700"
2.44292115884577e-87,0.504544670462243,0.266,0.187,8.01595719852062e-83,"2","Potri.001G360800"
2.83786109224825e-87,0.464012550378453,0.279,0.197,9.31187360199418e-83,"2","Potri.006G167200"
5.5984444751907e-87,0.525807516992336,0.281,0.201,1.83701758564432e-82,"2","Potri.001G004500"
2.81157084435101e-86,0.455903769041885,0.401,0.316,9.22560741156896e-82,"2","Potri.008G097000"
5.52437945161354e-86,0.548677730500644,0.257,0.18,1.81271462945795e-81,"2","Potri.001G392200"
6.96528976103648e-86,0.359876007356395,0.535,0.452,2.2855205292889e-81,"2","Potri.009G062200"
1.09313401552891e-85,0.364106115740079,0.572,0.496,3.586900645155e-81,"2","Potri.002G099800"
2.62788760831531e-85,0.541871494974267,0.495,0.405,8.62288760916504e-81,"2","Potri.001G235300"
6.73436192896756e-85,0.591063065028478,0.441,0.358,2.20974617975212e-80,"2","Potri.014G049600"
3.36672548269162e-81,0.498213660697001,0.286,0.207,1.1047236326356e-76,"2","Potri.014G147700"
7.26630204776649e-79,0.430424950705087,0.382,0.296,2.38429169093362e-74,"2","Potri.009G119700"
3.03817300682129e-78,0.4593689292301,0.312,0.231,9.96915708728268e-74,"2","Potri.010G221600"
1.01718641065583e-75,0.47287762520008,0.37,0.29,3.33769376928496e-71,"2","Potri.012G117100"
1.04728595570256e-75,0.472313676172187,0.316,0.238,3.43645940644682e-71,"2","Potri.007G126600"
4.01259598346287e-75,0.275825458715491,0.707,0.642,1.31665312005367e-70,"2","Potri.001G181800"
5.20584995975484e-75,0.341565847059487,0.551,0.474,1.70819554729436e-70,"2","Potri.017G055501"
8.08223994737694e-74,0.477594570662023,0.296,0.222,2.6520253939328e-69,"2","Potri.013G031300"
2.86843281567609e-73,0.454916660293545,0.281,0.206,9.41218859807795e-69,"2","Potri.002G003100"
1.8520360711145e-70,0.434082200679143,0.319,0.243,6.07708596014801e-66,"2","Potri.010G172400"
3.7880051548993e-70,0.372144609764481,0.424,0.341,1.24295813147711e-65,"2","Potri.006G232900"
9.29919696739811e-70,0.461471926306348,0.283,0.21,3.05134550091234e-65,"2","Potri.008G125900"
4.54574080122758e-69,0.426329581582961,0.301,0.225,1.49159392910681e-64,"2","Potri.008G161200"
2.28457876212031e-68,0.350493571886542,0.443,0.362,7.49638829214536e-64,"2","Potri.010G144100"
6.91629233169757e-68,0.420671789574731,0.338,0.263,2.26944300279992e-63,"2","Potri.019G006700"
8.11076852560829e-68,0.59400697008279,0.444,0.37,2.66138647630785e-63,"2","Potri.001G176000"
2.78962573849829e-66,0.336155303760846,0.507,0.436,9.15359893573445e-62,"2","Potri.014G116500"
1.62169324720483e-64,0.426859426598767,0.296,0.224,5.3212620520532e-60,"2","Potri.T056301"
8.5720101218201e-64,0.412431147213037,0.302,0.23,2.81273368127283e-59,"2","Potri.019G010400"
8.7148844177154e-64,0.537918995874523,0.543,0.477,2.85961502398495e-59,"2","Potri.010G111000"
1.98738916050895e-63,0.362639410155192,0.433,0.36,6.52122005237802e-59,"2","Potri.019G132000"
1.40076847342707e-60,0.466308411940594,0.28,0.214,4.59634159185626e-56,"2","Potri.012G047400"
2.46147227459162e-60,0.35890889332044,0.346,0.273,8.07682897461747e-56,"2","Potri.004G074900"
5.16538316524476e-60,0.385517178311088,0.318,0.246,1.69491717801176e-55,"2","Potri.011G166700"
9.15815374762938e-59,0.318187793206682,0.378,0.304,3.00506498920963e-54,"2","Potri.018G083500"
1.46760648102634e-57,0.367950993713587,0.364,0.293,4.81565714619173e-53,"2","Potri.008G008900"
4.48009838157672e-57,0.355357171273231,0.34,0.267,1.47005468194677e-52,"2","Potri.008G034800"
1.68706807539367e-55,0.698874703592801,0.59,0.548,5.53577647578926e-51,"2","Potri.004G176300"
6.58087278337569e-55,0.321545976507973,0.6,0.534,2.15938178640907e-50,"2","Potri.006G128200"
1.96875389372191e-54,0.336667870281818,0.359,0.288,6.46007215146972e-50,"2","Potri.015G060000"
2.79114899317498e-54,0.397504137060023,0.271,0.207,9.15859719130507e-50,"2","Potri.012G056900"
4.15825939009853e-54,0.384355339051521,0.265,0.2,1.36444965367303e-49,"2","Potri.001G117900"
1.2290567896475e-53,0.46414515026896,0.366,0.302,4.03290404387034e-49,"2","Potri.011G049100"
2.46633753274401e-53,0.287340368521806,0.594,0.542,8.09279334619292e-49,"2","Potri.001G309500"
2.82360269103969e-53,0.401009088807438,0.268,0.205,9.26508751010854e-49,"2","Potri.016G033200"
1.40994302527981e-51,0.409130774099333,0.297,0.235,4.62644604885063e-47,"2","Potri.010G157600"
1.68455629131294e-49,0.363547590308634,0.301,0.236,5.52753455868516e-45,"2","Potri.006G043700"
3.73174208906581e-49,0.357816704902585,0.298,0.234,1.22449653168517e-44,"2","Potri.008G084400"
4.4266353496942e-49,0.306959121130555,0.437,0.371,1.45251185729516e-44,"2","Potri.018G142500"
4.50139429695472e-49,0.259449284770041,0.458,0.384,1.47704251065975e-44,"2","Potri.011G007100"
4.75253954420912e-49,0.334271718961734,0.479,0.411,1.55945080064134e-44,"2","Potri.009G013900"
5.55909619235707e-49,0.371176952420967,0.265,0.204,1.82410623359813e-44,"2","Potri.009G115000"
5.00605874075678e-48,0.394750732757323,0.269,0.208,1.64263805460452e-43,"2","Potri.010G138400"
6.86704628079196e-48,0.313875428605774,0.417,0.349,2.25328389611627e-43,"2","Potri.014G017200"
3.22471208753261e-47,0.330922082464922,0.362,0.298,1.05812477728208e-42,"2","Potri.008G040300"
2.21458137265536e-46,0.282882501998964,0.443,0.377,7.26670585809403e-42,"2","Potri.018G099900"
3.69282460762239e-46,0.278552433112255,0.474,0.411,1.21172653849914e-41,"2","Potri.009G078100"
6.95982820401641e-46,0.327561366982319,0.332,0.269,2.2837284285839e-41,"2","Potri.001G029900"
1.60603080471008e-45,0.296092273558261,0.417,0.351,5.26986887949518e-41,"2","Potri.004G163400"
4.91161888125621e-45,0.36198167585348,0.268,0.209,1.6116495035066e-40,"2","Potri.005G226000"
6.88163910057538e-45,0.368478817929227,0.256,0.198,2.2580722380718e-40,"2","Potri.005G217600"
1.97745307883763e-44,0.331593860747434,0.279,0.219,6.48861678758993e-40,"2","Potri.019G051400"
1.62961066846809e-43,0.265326125148442,0.413,0.347,5.34724148644436e-39,"2","Potri.010G217800"
1.63356407785563e-43,0.309283509000931,0.341,0.278,5.36021380866766e-39,"2","Potri.001G122200"
2.00566780494002e-43,0.31188976984883,0.361,0.296,6.58119776834969e-39,"2","Potri.014G052900"
2.44354417841095e-43,0.29423825041835,0.407,0.342,8.01800151261985e-39,"2","Potri.004G229900"
8.99862352408697e-43,0.354808481655928,0.404,0.352,2.95271833695866e-38,"2","Potri.004G190900"
1.64926781847558e-42,0.301257028122952,0.348,0.285,5.41174249276392e-38,"2","Potri.008G002500"
9.70957715340925e-42,0.285641348165817,0.38,0.316,3.18600355134818e-37,"2","Potri.001G071900"
4.99277357515717e-41,0.275094412707574,0.335,0.272,1.63827879321632e-36,"2","Potri.003G161900"
5.80028450061823e-41,0.254730522419016,0.463,0.401,1.90324735318786e-36,"2","Potri.010G207600"
1.24764637866979e-39,0.297185557658597,0.254,0.198,4.09390206232919e-35,"2","Potri.010G224100"
3.53800338693751e-39,0.270185391865031,0.385,0.329,1.16092505135581e-34,"2","Potri.005G044800"
1.74920278617842e-38,0.319360500174812,0.259,0.204,5.73965910228725e-34,"2","Potri.001G074901"
3.39327876095484e-38,0.304095499750875,0.277,0.221,1.11343655983211e-33,"2","Potri.004G111900"
6.12423893663522e-38,0.287983744724292,0.4,0.341,2.00954652227811e-33,"2","Potri.010G178800"
6.86697977586079e-38,0.298585451319333,0.268,0.213,2.2532620738532e-33,"2","Potri.001G367900"
7.7934723184299e-38,0.310878827452326,0.27,0.214,2.5572720718464e-33,"2","Potri.006G250000"
2.04119226410774e-37,0.324173069642635,0.251,0.198,6.69776417621673e-33,"2","Potri.001G105100"
3.8492439254791e-37,0.306476160924947,0.279,0.224,1.26305240926746e-32,"2","Potri.013G082100"
1.15140587445505e-36,0.278632601677764,0.335,0.278,3.77810809584937e-32,"2","Potri.006G051900"
2.21118440840137e-36,0.379744674765983,0.256,0.204,7.25555939928741e-32,"2","Potri.003G009000"
2.50034035199571e-36,0.331240936037645,0.251,0.199,8.20436679700352e-32,"2","Potri.003G161700"
3.35372840784817e-36,0.279046523835112,0.374,0.316,1.10045890246722e-31,"2","Potri.009G125000"
1.09526426527207e-35,0.256515602661934,0.53,0.471,3.59389063363726e-31,"2","Potri.016G084800"
2.29664622170506e-34,0.315250295189518,0.285,0.233,7.5359852472808e-30,"2","Potri.010G141900"
7.49296064017912e-34,0.280285391352149,0.287,0.234,2.45866517486198e-29,"2","Potri.015G087301"
1.26471208791322e-33,0.316234139002488,0.27,0.218,4.14989977406966e-29,"2","Potri.006G075600"
2.25298287227076e-33,0.275136292498738,0.291,0.237,7.39271269878204e-29,"2","Potri.002G173101"
2.7728040161907e-33,0.257501099413815,0.348,0.291,9.09840181832654e-29,"2","Potri.012G137800"
3.21573426336746e-33,0.268176914985009,0.435,0.381,1.05517888383876e-28,"2","Potri.001G431400"
7.1318967750855e-33,0.285760726089206,0.285,0.232,2.34018928880881e-28,"2","Potri.009G124600"
2.37402189434925e-32,0.260002676016846,0.294,0.24,7.78987804192819e-28,"2","Potri.008G132500"
3.82741964501228e-31,0.254648882780295,0.402,0.35,1.25589120811788e-26,"2","Potri.018G029400"
4.59630131819938e-30,0.290678577053263,0.251,0.203,1.50818435154076e-25,"2","Potri.001G230500"
9.69400635662818e-30,0.278938269290327,0.253,0.206,3.18089430580041e-25,"2","Potri.018G133400"
2.55563091977356e-28,0.287679537407428,0.309,0.26,8.38579173705299e-24,"2","Potri.003G204300"
5.8891478578232e-28,0.292452415232363,0.251,0.206,1.93240608658753e-23,"2","Potri.008G056300"
3.29456125651403e-27,0.266981841681229,0.291,0.243,1.08104438509995e-22,"2","Potri.011G096300"
6.28137085927423e-26,0.251310649633117,0.262,0.217,2.06110622005365e-21,"2","Potri.001G320000"
1.9344758348786e-13,0.27654299557038,0.308,0.28,6.34759555698715e-09,"2","Potri.009G111800"
1.041656116297e-09,0.340463778320997,0.362,0.346,3.41798621440536e-05,"2","Potri.002G034000"
0,2.53062697467332,0.763,0.288,0,"3","Potri.011G049900"
0,3.0317122313306,0.854,0.406,0,"3","Potri.006G245400"
0,2.13351607795865,0.727,0.313,0,"3","Potri.004G040600"
0,2.49995127515964,0.71,0.307,0,"3","Potri.008G086800"
0,2.22962499818019,0.583,0.191,0,"3","Potri.001G219100"
0,2.76813792865416,0.517,0.141,0,"3","Potri.015G111000"
0,2.63362113890079,0.536,0.167,0,"3","Potri.001G167100"
0,3.26812733715584,0.468,0.106,0,"3","Potri.001G171600"
0,1.93607702846566,0.814,0.456,0,"3","Potri.010G026500"
0,2.79560614175504,0.451,0.096,0,"3","Potri.005G106400"
0,2.72615008848868,0.441,0.102,0,"3","Potri.002G113600"
0,2.99793749896806,0.465,0.133,0,"3","Potri.006G144500"
0,2.91918261272557,0.434,0.107,0,"3","Potri.001G403000"
0,2.94014142878586,0.446,0.13,0,"3","Potri.006G177700"
0,3.25749343520054,0.379,0.064,0,"3","Potri.001G409900"
0,2.29663912091047,0.478,0.178,0,"3","Potri.019G018500"
0,1.92381281472806,0.539,0.244,0,"3","Potri.010G075501"
0,2.95574498904223,0.368,0.076,0,"3","Potri.009G038300"
0,1.70259959852715,0.518,0.231,0,"3","Potri.001G043100"
0,3.1167759459031,0.342,0.059,0,"3","Potri.010G142900"
0,1.61914088279091,0.721,0.44,0,"3","Potri.009G072900"
0,2.06405800600918,0.542,0.262,0,"3","Potri.001G462200"
0,2.68441082055327,0.37,0.091,0,"3","Potri.005G213300"
0,2.30637680158538,0.53,0.262,0,"3","Potri.007G031400"
0,2.27353072896607,0.369,0.104,0,"3","Potri.003G115200"
0,2.41004549194599,0.343,0.09,0,"3","Potri.008G121700"
0,2.92593223482067,0.312,0.063,0,"3","Potri.017G100200"
0,1.71130559450774,0.444,0.196,0,"3","Potri.006G065700"
0,2.24594048686777,0.372,0.127,0,"3","Potri.009G139400"
0,1.72470901766079,0.475,0.23,0,"3","Potri.010G075600"
0,1.59578286591179,0.476,0.233,0,"3","Potri.008G204200"
0,1.85168038000022,0.395,0.153,0,"3","Potri.001G220800"
0,1.56897815600129,0.44,0.198,0,"3","Potri.019G116300"
0,1.61698051352714,0.609,0.37,0,"3","Potri.009G098100"
0,1.33024982817479,0.524,0.288,0,"3","Potri.008G074600"
0,1.31552334135274,0.636,0.401,0,"3","Potri.015G037000"
0,1.20640154634894,0.649,0.416,0,"3","Potri.004G047100"
0,3.33492877499281,0.272,0.039,0,"3","Potri.011G053300"
0,3.18909354453477,0.279,0.047,0,"3","Potri.002G034500"
0,1.88278947562064,0.394,0.162,0,"3","Potri.017G063500"
0,1.28583162859351,0.69,0.462,0,"3","Potri.007G026100"
0,2.10292925061171,0.336,0.11,0,"3","Potri.009G011700"
0,1.67682595536335,0.4,0.174,0,"3","Potri.013G040700"
0,2.34442930592806,0.298,0.075,0,"3","Potri.001G190700"
0,2.24187629537258,0.309,0.089,0,"3","Potri.005G191400"
0,3.04143872173149,0.266,0.047,0,"3","Potri.019G031400"
0,1.61714059418578,0.473,0.255,0,"3","Potri.010G075400"
0,0.992428407560576,0.694,0.477,0,"3","Potri.019G121900"
0,1.27125656966462,0.862,0.647,0,"3","Potri.009G028300"
0,1.47617973100756,0.386,0.173,0,"3","Potri.008G151700"
0,1.56245057869495,0.394,0.182,0,"3","Potri.010G075200"
0,2.06693167830509,0.309,0.102,0,"3","Potri.002G001300"
0,1.58589489981197,0.443,0.236,0,"3","Potri.002G054900"
0,1.33238908705647,0.411,0.204,0,"3","Potri.013G132300"
0,2.45900197597261,0.284,0.077,0,"3","Potri.006G013900"
0,1.72138630312118,0.4,0.194,0,"3","Potri.008G205000"
0,1.53321570683715,0.431,0.225,0,"3","Potri.013G058300"
0,2.4300798503043,0.328,0.123,0,"3","Potri.005G024200"
0,2.23177636564125,0.283,0.08,0,"3","Potri.005G156600"
0,1.63530216730027,0.342,0.146,0,"3","Potri.002G020800"
0,1.13084113458147,0.479,0.284,0,"3","Potri.009G005700"
0,1.80865342852255,0.337,0.146,0,"3","Potri.002G202300"
0,1.45945637966285,0.355,0.166,0,"3","Potri.019G038301"
0,1.56437706841664,0.353,0.166,0,"3","Potri.002G144600"
0,1.28260187112625,0.386,0.201,0,"3","Potri.006G273100"
0,1.9830713989146,0.271,0.087,0,"3","Potri.008G132850"
0,1.28807055868442,0.446,0.262,0,"3","Potri.017G078100"
0,1.24852614553728,0.389,0.209,0,"3","Potri.010G089300"
0,1.97175937536379,0.329,0.149,0,"3","Potri.015G143600"
0,1.33823486934317,0.423,0.244,0,"3","Potri.008G053100"
0,1.12583884519835,0.387,0.209,0,"3","Potri.005G195000"
0,1.15874251676262,0.425,0.247,0,"3","Potri.014G161300"
0,2.12021206122412,0.26,0.085,0,"3","Potri.010G075800"
0,1.14898981678716,0.404,0.23,0,"3","Potri.006G061700"
0,1.49383153701255,0.34,0.17,0,"3","Potri.010G182200"
0,1.52335577596086,0.296,0.127,0,"3","Potri.010G129200"
0,1.10066407798221,0.469,0.301,0,"3","Potri.001G137200"
0,0.963318507358157,0.692,0.525,0,"3","Potri.001G288600"
0,1.73390925097223,0.27,0.105,0,"3","Potri.T070001"
0,0.952328292155877,0.464,0.3,0,"3","Potri.001G084000"
0,1.4417895846274,0.32,0.156,0,"3","Potri.004G064400"
0,1.298454884977,0.354,0.191,0,"3","Potri.008G117100"
0,1.24042061175326,0.38,0.218,0,"3","Potri.002G107700"
0,1.61455325597732,0.392,0.232,0,"3","Potri.004G033600"
0,1.74283453615507,0.263,0.104,0,"3","Potri.001G295500"
0,0.798453361642001,0.633,0.475,0,"3","Potri.004G149000"
0,1.37241683809509,0.307,0.149,0,"3","Potri.009G097300"
0,0.905939610612774,0.491,0.333,0,"3","Potri.001G222600"
0,0.963083109779371,0.838,0.68,0,"3","Potri.008G106400"
0,0.614639295748054,0.782,0.627,0,"3","Potri.019G124400"
0,1.47009340049155,0.268,0.116,0,"3","Potri.017G083700"
0,1.48096867892606,0.302,0.152,0,"3","Potri.015G047100"
0,0.708327103916281,0.681,0.534,0,"3","Potri.014G019600"
